transaction_id,transaction_date,customer_id,city,merchant_category,payment_mode,amount
TXN001207,2026-01-03,CUST93906,Visakhapatnam,Travel,UPI,53212.57
TXN001208,2026-02-18,CUST58404,Lucknow,Travel,Debit Card,32501.01
TXN001209,2026-06-15,CUST66566,Bengaluru,Fuel,Credit Card,9565.07
TXN001210,2026-03-21,CUST21859,MUMBAI,Fashion,NetBanking,47611.37
TXN001211,2026-04-10,CUST41214,Bengaluru,Fuel,NetBanking,12089.13
TXN001212,2026-02-13,CUST22953,CHENNAI,Travel,NetBanking,37807.25
TXN001213,2026-03-28,CUST85819,Pune,Restaurants,Wallet,51937.75
TXN001214,2026-04-10,CUST64009,VIJAYAWADA,Grocery,UPI,22330.18
TXN001215,2026-06-29,CUST75204,Mumbai,Travel,Wallet,67122.32
TXN001216,2026-05-09,CUST21012,Coimbatore,Fashion,NetBanking,8351.02
TXN001217,2026-01-04,CUST50993,Visakhapatnam,Electronics,Debit Card,76557.56
TXN001218,2026-02-27,CUST50063,Hyderabad,Healthcare,Debit Card,79755.98
TXN001219,2026-03-06,CUST53534,Bengaluru,Fuel,NetBanking,36359.3
TXN001220,2026-01-24,CUST84841,Coimbatore,Utilities,Wallet,23684.45
TXN001221,2026-06-27,CUST84934,Nagpur,Healthcare,NetBanking,19097.59
TXN001222,2026-03-10,CUST98551, Lucknow ,Travel,NetBanking,66241.36
TXN001223,2026-04-05,CUST85690,Lucknow,Grocery,Debit Card,27866.24
TXN001224,2026-02-15,CUST70604,Pune,Utilities,NetBanking,58984.85
TXN001225,2026-01-28,CUST57965,Pune,Travel,Debit Card,29903.97
TXN001226,2026-04-12,CUST28511,Pune,Utilities,NetBanking,62667.28
TXN001227,2026-05-01,CUST16548,COIMBATORE,Fuel,UPI,667.3
TXN001228,2026-01-08,CUST31855,Lucknow,Grocery,UPI,79944.54
TXN001229,2026-03-27,CUST98333,Chennai,Grocery,UPI,8039.44
TXN001230,2026-06-02,CUST76088,Vijayawada,Utilities,Credit Card,29088.3
TXN001231,2026-02-04,CUST64512,Vijayawada,Electronics,Wallet,16750.0
TXN001232,2026-04-09,CUST81854,Indore,Utilities,Credit Card,12336.13
TXN001233,2026-03-07,CUST17495,delhi,Electronics,Wallet,43893.86
TXN001234,2026-05-01,CUST72723,COIMBATORE,Fashion,UPI,10576.68
TXN001235,2026-03-28,CUST10009,Coimbatore,Healthcare,NetBanking,54227.1
TXN001236,2026-05-15,CUST55032,Chennai,Fuel,Debit Card,60328.8
TXN001237,2026-05-15,CUST79256,Chennai,Fuel,Debit Card,30558.49
TXN001238,2026-04-12,CUST26969,Hyderabad,Healthcare,NetBanking,84133.95
TXN001239,2026-05-24,CUST10377, Chennai ,Grocery,Credit Card,36626.14
TXN001240,2026-01-31,CUST26820,Hyderabad,Restaurants,Credit Card,30544.13
TXN001241,2026-06-18,CUST99248, Bengaluru ,Restaurants,UPI,51196.54
TXN001242,2026-01-21,CUST21788,indore,Grocery,Credit Card,64152.54
TXN001243,2026-02-17,CUST61883,Chennai,Electronics,Wallet,76683.38
TXN001244,2026-05-03,CUST28857,Kolkata,Utilities,Credit Card,33792.19
TXN001245,2026-03-12,CUST30878, Lucknow ,Electronics,Credit Card,29907.57
TXN001246,2026-06-18,CUST29760,Pune,Travel,UPI,28220.42
TXN001247,2026-05-12,CUST69078,Kolkata,Electronics,Debit Card,54739.68
TXN001248,2026-03-26,CUST40382,Bengaluru,Restaurants,UPI,29502.38
TXN001249,2026-06-17,CUST14640,Nagpur,Utilities,Credit Card,5853.27
TXN001250,2026-02-07,CUST56462,Lucknow,Fashion,Credit Card,59818.12
TXN001251,2026-01-27,CUST56436,Coimbatore,Fuel,Credit Card,32596.13
TXN001252,2026-02-20,CUST73889,Nagpur,Grocery,Debit Card,16128.82
TXN001253,2026-06-11,CUST54195,Kolkata,Grocery,Credit Card,56846.27
TXN001254,2026-03-15,CUST29750,Delhi,Fuel,Wallet,6301.9
TXN001255,2026-02-17,CUST37546,Pune,Electronics,Credit Card,72457.33
TXN001256,2026-06-17,CUST20861,indore,Grocery,Credit Card,22640.14
TXN001257,2026-04-24,CUST72024,Kolkata,Fashion,Debit Card,37226.88
TXN001258,2026-03-19,CUST75415,Nagpur,Utilities,NetBanking,10229.19
TXN001259,2026-02-18,CUST17441,Chennai,Utilities,Wallet,75473.96
TXN001260,2026-02-28,CUST88373,Hyderabad,Electronics,Wallet,77786.95
TXN001261,2026-03-21,CUST44997,Pune,Fuel,UPI,31055.67
TXN001262,2026-03-21,CUST16121,Coimbatore,Utilities,NetBanking,38010.51
TXN001263,2026-01-02,CUST91145,Vijayawada,Healthcare,UPI,64445.17
TXN001264,2026-06-24,CUST85952,Nagpur,Utilities,UPI,84381.15
TXN001265,2026-01-17,CUST49979, Jaipur ,Travel,Debit Card,38844.99
TXN001266,2026-03-03,CUST21709,Coimbatore,Restaurants,Credit Card,15590.86
TXN001267,2026-04-17,CUST61056,Pune,Restaurants,Debit Card,44029.55
TXN001268,2026-05-23,CUST31907,Jaipur,Travel,UPI,80676.61
TXN001269,2026-04-22,CUST97010,Nagpur,Restaurants,Credit Card,3181.26
TXN001270,2026-03-24,CUST64921,Delhi,Electronics,Debit Card,59834.62
TXN001271,2026-01-07,CUST59585,Indore,Restaurants,Wallet,56727.56
TXN001272,2026-03-18,CUST26593,Visakhapatnam,Grocery,Wallet,14602.8
TXN001273,2026-03-26,CUST12038,Jaipur,Restaurants,Wallet,64152.55
TXN001274,2026-05-17,CUST79429,Coimbatore,Fuel,Wallet,36179.02
TXN001275,2026-02-22,CUST59136,Lucknow,Fuel,UPI,10487.94
TXN001276,2026-02-22,CUST91642,Delhi,Travel,UPI,44287.03
TXN001277,2026-02-07,CUST28688,DELHI,Travel,Debit Card,64991.3
TXN001278,2026-02-10,CUST42088, Vijayawada ,Restaurants,UPI,8068.7
TXN001279,2026-01-23,CUST65039,bengaluru,Travel,Debit Card,27937.61
TXN001280,2026-04-06,CUST37741,Kolkata,Fashion,UPI,55020.37
TXN001281,2026-04-22,CUST38472,CHENNAI,Healthcare,NetBanking,75244.75
TXN001282,2026-01-13,CUST92335,Coimbatore,Fashion,NetBanking,11831.31
TXN001283,2026-04-20,CUST38158,Lucknow,Electronics,Credit Card,25848.95
TXN001284,2026-06-23,CUST47087,coimbatore,Travel,NetBanking,20810.97
TXN001285,2026-04-17,CUST65738,Chennai,Healthcare,UPI,20743.53
TXN001286,2026-06-11,CUST27055,Vijayawada,Fuel,Debit Card,53285.29
TXN001287,2026-01-27,CUST44180,Bengaluru,Electronics,UPI,80534.6
TXN001288,2026-03-25,CUST79164,Nagpur,Electronics,Wallet,62606.87
TXN001289,2026-01-17,CUST98293,Bengaluru,Electronics,Credit Card,48366.46
TXN001290,2026-06-10,CUST59885,Nagpur,Utilities,NetBanking,61763.97
TXN001291,2026-01-20,CUST25820,Hyderabad,Utilities,UPI,31111.31
TXN001292,2026-02-28,CUST45445,Lucknow,Travel,Debit Card,4086.0
TXN001293,2026-03-06,CUST13863,Visakhapatnam,Healthcare,Wallet,53563.57
TXN001294,2026-05-11,CUST89430,Lucknow,Restaurants,Credit Card,27625.3
TXN001295,2026-02-16,CUST89447, Hyderabad ,Grocery,Debit Card,53024.57
TXN001296,2026-04-01,CUST42138,Bengaluru,Grocery,Credit Card,80708.47
TXN001297,2026-04-25,CUST15374,Delhi,Travel,Credit Card,48298.3
TXN001298,2026-03-21,CUST93964, Bengaluru ,Electronics,UPI,3318.13
TXN001299,2026-06-16,CUST36531,Jaipur,Electronics,Wallet,56437.72
TXN001300,2026-05-28,CUST54140,Hyderabad,Electronics,Wallet,5241.4
TXN001301,2026-04-04,CUST76052,DELHI,Electronics,Wallet,49698.4
TXN001302,2026-01-22,CUST70444,Jaipur,Fuel,NetBanking,71371.35
TXN001303,2026-03-12,CUST67537,Indore,Restaurants,NetBanking,314.86
TXN001304,2026-06-13,CUST99030,Bengaluru,Electronics,Debit Card,6837.4
TXN001305,2026-03-06,CUST16102,Kolkata,Healthcare,Credit Card,23644.7
TXN001306,2026-02-20,CUST70764,Jaipur,Restaurants,Credit Card,203.75
TXN001307,2026-04-24,CUST58345,Pune,Electronics,Debit Card,17598.77
TXN001308,2026-06-02,CUST86959,Lucknow,Utilities,Wallet,24711.24
TXN001309,2026-06-08,CUST91558,Indore,Restaurants,Debit Card,55139.68
TXN001310,2026-04-12,CUST32198,visakhapatnam,Fashion,Wallet,18591.24
TXN001311,2026-04-14,CUST50103,Delhi,Grocery,Credit Card,27026.66
TXN001312,2026-05-07,CUST82139, Kolkata ,Electronics,NetBanking,14990.08
TXN001313,2026-03-11,CUST30545,Indore,Healthcare,UPI,11170.75
TXN001314,2026-06-02,CUST50165,Mumbai,Travel,UPI,76626.9
TXN001315,2026-02-06,CUST50179,nagpur,Grocery,NetBanking,75690.58
TXN001316,2026-02-07,CUST98579,Lucknow,Electronics,NetBanking,76065.17
TXN001317,2026-05-08,CUST76991,Delhi,Restaurants,UPI,76699.1
TXN001318,2026-02-15,CUST15264, Lucknow ,Travel,Credit Card,49675.96
TXN001319,2026-01-04,CUST19502,KOLKATA,Restaurants,Wallet,82754.54
TXN001320,2026-03-30,CUST54907,Jaipur,Utilities,Debit Card,77046.65
TXN001321,2026-06-19,CUST83573,jaipur,Electronics,NetBanking,37613.01
TXN001322,2026-03-26,CUST22255,Indore,Fuel,Credit Card,33994.78
TXN001323,2026-01-20,CUST92280,Kolkata,Utilities,Wallet,62313.21
TXN001324,2026-01-03,CUST59848,Visakhapatnam,Travel,Credit Card,60342.1
TXN001325,2026-03-20,CUST51474,Lucknow,Grocery,Debit Card,53797.19
TXN001326,2026-05-18,CUST92595,Pune,Fashion,UPI,19505.04
TXN001327,2026-05-26,CUST36776,Nagpur,Fuel,Wallet,42436.86
TXN001328,2026-02-23,CUST17723,Nagpur,Travel,NetBanking,23050.3
TXN001329,2026-03-22,CUST95631,Nagpur,Grocery,NetBanking,35722.85
TXN001330,2026-04-10,CUST64985,Coimbatore,Travel,NetBanking,47474.51
TXN001331,2026-01-12,CUST54927,Chennai,Grocery,Debit Card,60542.24
TXN001332,2026-05-30,CUST38436,Indore,Healthcare,Credit Card,32467.37
TXN001333,2026-06-11,CUST39532,Mumbai,Healthcare,Wallet,17984.34
TXN001334,2026-03-16,CUST16093,hyderabad,Utilities,Wallet,26375.02
TXN001335,2026-03-23,CUST23655,Pune,Travel,Credit Card,68377.77
TXN001336,2026-02-11,CUST65434,chennai,Grocery,NetBanking,58909.21
TXN001337,2026-06-24,CUST88300,Jaipur,Travel,Debit Card,35779.83
TXN001338,2026-03-20,CUST74499,Delhi,Restaurants,Credit Card,1642.62
TXN001339,2026-03-29,CUST33424,Delhi,Travel,Wallet,58340.98
TXN001340,2026-05-22,CUST94335, Jaipur ,Restaurants,Wallet,59316.76
TXN001341,2026-05-23,CUST75944,delhi,Travel,NetBanking,81935.81
TXN001342,2026-03-03,CUST64412,Kolkata,Grocery,Debit Card,67597.63
TXN001343,2026-02-16,CUST38882,Jaipur,Electronics,UPI,48996.37
TXN001344,2026-05-04,CUST48799,Nagpur,Electronics,Debit Card,20501.63
TXN001345,2026-04-19,CUST71674, Hyderabad ,Grocery,Wallet,32828.58
TXN001346,2026-01-27,CUST46113,Vijayawada,Fashion,Credit Card,49805.37
TXN001347,2026-06-02,CUST24286,Coimbatore,Utilities,NetBanking,45242.38
TXN001348,2026-06-04,CUST66173, Chennai ,Travel,NetBanking,6206.48
TXN001349,2026-04-19,CUST22474,Indore,Healthcare,Credit Card,77162.19
TXN001350,2026-02-18,CUST24191,INDORE,Restaurants,NetBanking,41700.02
TXN001351,2026-01-10,CUST92935, Jaipur ,Fashion,NetBanking,15732.54
TXN001352,2026-02-06,CUST51619,Coimbatore,Healthcare,UPI,46320.1
TXN001353,2026-04-25,CUST89503,Bengaluru,Healthcare,Debit Card,27637.31
TXN001354,2026-02-15,CUST34259,kolkata,Healthcare,UPI,48316.12
TXN001355,2026-05-07,CUST76421,Kolkata,Healthcare,Credit Card,29921.16
TXN001356,2026-03-31,CUST49718,LUCKNOW,Grocery,Credit Card,42546.52
TXN001357,2026-03-12,CUST72635, Vijayawada ,Fashion,NetBanking,25111.1
TXN001358,2026-04-06,CUST57094,chennai,Fashion,Credit Card,186.29
TXN001359,2026-01-23,CUST36081,Indore,Restaurants,NetBanking,13415.83
TXN001360,2026-06-26,CUST77310,Mumbai,Healthcare,Wallet,79595.07
TXN001361,2026-03-21,CUST11113, Delhi ,Grocery,UPI,66431.23
TXN001362,2026-02-13,CUST52220,Coimbatore,Fashion,Debit Card,77091.64
TXN001363,2026-03-16,CUST77215,Indore,Grocery,NetBanking,66209.44
TXN001364,2026-01-09,CUST41193,Nagpur,Electronics,Credit Card,11568.45
TXN001365,2026-06-28,CUST52244,VIJAYAWADA,Travel,Credit Card,60837.59
TXN001366,2026-06-23,CUST72174, Visakhapatnam ,Travel,Wallet,11546.79
TXN001367,2026-02-01,CUST76838,Mumbai,Fashion,UPI,46763.26
TXN001368,2026-06-18,CUST31833,chennai,Fuel,Wallet,27874.04
TXN001369,2026-04-08,CUST22424,Bengaluru,Electronics,Debit Card,6127.81
TXN001370,2026-02-13,CUST38167,jaipur,Healthcare,UPI,78804.61
TXN001371,2026-02-15,CUST77943,Delhi,Restaurants,UPI,55690.02
TXN001372,2026-06-28,CUST54159, Delhi ,Fashion,Debit Card,55592.29
TXN001373,2026-04-26,CUST89309,Delhi,Grocery,Credit Card,23540.65
TXN001374,2026-01-28,CUST20918,Mumbai,Healthcare,UPI,16156.85
TXN001375,2026-02-04,CUST62519,Chennai,Fuel,Credit Card,18401.73
TXN001376,2026-05-16,CUST58571,bengaluru,Fashion,Wallet,47123.21
TXN001377,2026-06-23,CUST99780,LUCKNOW,Restaurants,Credit Card,47759.56
TXN001378,2026-02-13,CUST12981,Hyderabad,Travel,NetBanking,34938.69
TXN001379,2026-02-20,CUST26156,Coimbatore,Utilities,Wallet,36008.76
TXN001380,2026-01-17,CUST90352,Mumbai,Healthcare,Wallet,50929.34
TXN001381,2026-01-10,CUST35100, Bengaluru ,Utilities,NetBanking,18680.06
TXN001382,2026-03-08,CUST49930,kolkata,Fuel,Credit Card,10296.18
TXN001383,2026-02-19,CUST44106,Coimbatore,Fashion,NetBanking,3901.43
TXN001384,2026-05-30,CUST97617,Bengaluru,Fashion,Debit Card,13016.68
TXN001385,2026-05-11,CUST11646,Kolkata,Travel,Debit Card,82396.32
TXN001386,2026-02-05,CUST86463,Vijayawada,Utilities,Debit Card,81967.9
TXN001387,2026-01-18,CUST96374,Bengaluru,Fuel,Debit Card,50042.21
TXN001388,2026-02-08,CUST27926,Nagpur,Utilities,Wallet,66646.91
TXN001389,2026-02-27,CUST92084,HYDERABAD,Healthcare,UPI,39411.03
TXN001390,2026-01-30,CUST14730,Kolkata,Utilities,Debit Card,36862.38
TXN001391,2026-03-28,CUST99768,Nagpur,Travel,UPI,35905.76
TXN001392,2026-01-01,CUST55831,Mumbai,Restaurants,NetBanking,7687.55
TXN001393,2026-01-14,CUST82830,MUMBAI,Grocery,Debit Card,77373.33
TXN001394,2026-01-19,CUST28267,Bengaluru,Utilities,Credit Card,31575.43
TXN001395,2026-01-22,CUST72580,Coimbatore,Electronics,Debit Card,73791.29
TXN001396,2026-02-15,CUST93946,Lucknow,Grocery,UPI,82690.93
TXN001397,2026-02-21,CUST12963,Lucknow,Restaurants,Credit Card,3989.93
TXN001398,2026-01-16,CUST63186,hyderabad,Healthcare,Wallet,1812.51
TXN001399,2026-05-05,CUST71142,Indore,Healthcare,Debit Card,4382.23
TXN001400,2026-06-03,CUST95274,Mumbai,Healthcare,NetBanking,69096.72
TXN001401,2026-06-16,CUST26563,Mumbai,Electronics,Credit Card,44330.56
TXN001402,2026-01-27,CUST15058,Indore,Electronics,Wallet,38491.56
TXN001403,2026-01-05,CUST95942,kolkata,Travel,Wallet,68831.16
TXN001404,2026-01-31,CUST17154,Jaipur,Fashion,Debit Card,14546.91
TXN001405,2026-04-30,CUST46542,Kolkata,Fashion,Debit Card,6787.42
TXN001406,2026-05-07,CUST31016,Nagpur,Fuel,UPI,21794.6
TXN001407,2026-04-03,CUST51561,Nagpur,Electronics,Debit Card,59263.77
TXN001408,2026-05-03,CUST90034,Visakhapatnam,Grocery,UPI,44629.35
TXN001409,2026-06-18,CUST71701,Pune,Fashion,Debit Card,31559.06
TXN001410,2026-05-08,CUST59894,Vijayawada,Healthcare,Credit Card,23061.49
TXN001411,2026-05-10,CUST93060,Delhi,Grocery,Credit Card,52251.39
TXN001412,2026-03-09,CUST29187,Nagpur,Restaurants,Debit Card,29228.47
TXN001413,2026-02-04,CUST58459,Vijayawada,Electronics,Wallet,24980.73
TXN001414,2026-01-29,CUST79605,Nagpur,Healthcare,Debit Card,21698.28
TXN001415,2026-05-21,CUST46768,Hyderabad,Healthcare,NetBanking,1210.46
TXN001416,2026-02-11,CUST85693,Hyderabad,Travel,Credit Card,60805.13
TXN001417,2026-01-11,CUST30260,Coimbatore,Utilities,NetBanking,15369.04
TXN001418,2026-02-03,CUST19022,Bengaluru,Fuel,NetBanking,21876.98
TXN001419,2026-01-10,CUST16236, Lucknow ,Grocery,UPI,59772.97
TXN001420,2026-02-23,CUST75446,Indore,Travel,Debit Card,20726.99
TXN001421,2026-05-19,CUST39552,Mumbai,Restaurants,Debit Card,57505.02
TXN001422,2026-03-09,CUST94838,visakhapatnam,Restaurants,NetBanking,21926.76
TXN001423,2026-05-26,CUST25089,COIMBATORE,Utilities,Debit Card,41349.78
TXN001424,2026-01-15,CUST19868,Mumbai,Restaurants,Wallet,27532.66
TXN001425,2026-04-01,CUST63028,Mumbai,Fuel,NetBanking,60900.48
TXN001426,2026-04-12,CUST74075, Coimbatore ,Healthcare,Debit Card,62169.83
TXN001427,2026-03-29,CUST19847,Kolkata,Restaurants,UPI,67490.01
TXN001428,2026-04-23,CUST19126,Coimbatore,Electronics,Credit Card,52251.86
TXN001429,2026-04-03,CUST32129,Bengaluru,Utilities,UPI,20729.74
TXN001430,2026-02-16,CUST30716, Chennai ,Restaurants,UPI,2928.75
TXN001431,2026-06-12,CUST29965,Bengaluru,Restaurants,Wallet,18467.74
TXN001432,2026-01-28,CUST30763,Visakhapatnam,Utilities,Credit Card,4052.04
TXN001433,2026-04-10,CUST64185,Lucknow,Healthcare,Credit Card,45593.94
TXN001434,2026-04-02,CUST26490,Mumbai,Fuel,UPI,4667.57
TXN001435,2026-03-20,CUST83045,Visakhapatnam,Utilities,Credit Card,4545.84
TXN001436,2026-06-02,CUST87645,Indore,Healthcare,UPI,66293.56
TXN001437,2026-05-30,CUST84846,Lucknow,Fashion,Debit Card,5520.9
TXN001438,2026-05-18,CUST10207, Coimbatore ,Fuel,UPI,4385.14
TXN001439,2026-03-03,CUST90064,jaipur,Restaurants,NetBanking,16845.72
TXN001440,2026-01-17,CUST96499,Indore,Travel,UPI,32397.6
TXN001441,2026-06-20,CUST98574, Kolkata ,Grocery,NetBanking,67483.07
TXN001442,2026-05-07,CUST43618,Coimbatore,Fuel,Credit Card,41838.05
TXN001443,2026-01-08,CUST38596,Visakhapatnam,Electronics,NetBanking,17382.09
TXN001444,2026-03-08,CUST62201,vijayawada,Utilities,Debit Card,57418.37
TXN001445,2026-04-21,CUST55121,Vijayawada,Healthcare,Credit Card,37370.22
TXN001446,2026-01-12,CUST35315,Coimbatore,Healthcare,UPI,14239.91
TXN001447,2026-01-12,CUST27110,Jaipur,Fuel,Wallet,24924.22
TXN001448,2026-02-02,CUST22039,Pune,Travel,Credit Card,75911.47
TXN001449,2026-02-07,CUST85409,Vijayawada,Fuel,Credit Card,43905.99
TXN001450,2026-05-22,CUST10147,PUNE,Restaurants,NetBanking,63795.94
TXN001451,2026-01-22,CUST81053, Mumbai ,Electronics,Wallet,12510.81
TXN001452,2026-01-06,CUST28996,Visakhapatnam,Travel,Debit Card,5896.71
TXN001453,2026-03-01,CUST31236,Pune,Healthcare,NetBanking,76803.07
TXN001454,2026-06-19,CUST88473,Delhi,Fashion,Wallet,76272.97
TXN001455,2026-03-01,CUST80068,Indore,Electronics,Wallet,51314.19
TXN001456,2026-06-25,CUST22920,Mumbai,Fuel,Credit Card,22037.19
TXN001457,2026-05-21,CUST17963, Nagpur ,Electronics,NetBanking,54991.58
TXN001458,2026-04-08,CUST16110,CHENNAI,Electronics,Debit Card,16597.78
TXN001459,2026-04-22,CUST15309,CHENNAI,Electronics,NetBanking,7046.19
TXN001460,2026-06-19,CUST40908,VISAKHAPATNAM,Electronics,Credit Card,1272.96
TXN001461,2026-06-11,CUST69766,VISAKHAPATNAM,Healthcare,NetBanking,5351.61
TXN001462,2026-06-19,CUST67826,kolkata,Restaurants,UPI,6521.53
TXN001463,2026-03-21,CUST73455,Indore,Fashion,UPI,35384.83
TXN001464,2026-04-21,CUST33202,Nagpur,Grocery,NetBanking,20734.26
TXN001465,2026-02-21,CUST78588,Hyderabad,Electronics,Credit Card,27164.68
TXN001466,2026-03-24,CUST48032, Visakhapatnam ,Restaurants,NetBanking,7223.63
TXN001467,2026-04-04,CUST75510,Visakhapatnam,Electronics,Wallet,44860.73
TXN001468,2026-02-11,CUST45007, Pune ,Grocery,NetBanking,6382.33
TXN001469,2026-03-18,CUST21898,Nagpur,Travel,Wallet,22841.64
TXN001470,2026-01-17,CUST79222,Visakhapatnam,Electronics,Wallet,33972.9
TXN001471,2026-04-18,CUST80986,Visakhapatnam,Fuel,Credit Card,2089.24
TXN001472,2026-04-10,CUST13833,VIJAYAWADA,Grocery,Debit Card,6160.56
TXN001473,2026-03-06,CUST16907,Kolkata,Restaurants,UPI,6092.62
TXN001474,2026-01-18,CUST45274,Vijayawada,Travel,UPI,34612.9
TXN001475,2026-03-26,CUST55513,Delhi,Restaurants,Wallet,71783.87
TXN001476,2026-04-30,CUST21811,coimbatore,Electronics,Credit Card,15895.09
TXN001477,2026-06-28,CUST25923,Jaipur,Utilities,Debit Card,24468.26
TXN001478,2026-03-20,CUST53297,Mumbai,Restaurants,Debit Card,2192.61
TXN001479,2026-06-15,CUST13092,Delhi,Travel,Credit Card,16925.59
TXN001480,2026-02-15,CUST22132,Nagpur,Travel,Debit Card,22468.2
TXN001481,2026-03-09,CUST63037,Lucknow,Electronics,Wallet,60723.97
TXN001482,2026-02-05,CUST76517,Nagpur,Electronics,Wallet,622.66
TXN001483,2026-04-29,CUST10447,Lucknow,Healthcare,NetBanking,79639.97
TXN001484,2026-02-08,CUST98942,PUNE,Fashion,Debit Card,58367.41
TXN001485,2026-02-28,CUST48707,Coimbatore,Utilities,NetBanking,52250.55
TXN001486,2026-01-28,CUST19719,Coimbatore,Healthcare,NetBanking,26656.47
TXN001487,2026-03-17,CUST86231, Lucknow ,Fuel,NetBanking,12756.46
TXN001488,2026-05-15,CUST26442,Nagpur,Travel,Debit Card,35453.33
TXN001489,2026-04-16,CUST48527,Hyderabad,Travel,UPI,5308.57
TXN001490,2026-04-01,CUST32233,Chennai,Healthcare,UPI,54802.2
TXN001491,2026-01-27,CUST86905,Mumbai,Restaurants,Wallet,17107.41
TXN001492,2026-02-07,CUST45991,Jaipur,Electronics,Wallet,52338.37
TXN001493,2026-03-04,CUST44140,Vijayawada,Travel,Wallet,73519.89
TXN001494,2026-05-31,CUST10436,Delhi,Utilities,UPI,1141.8
TXN001495,2026-06-01,CUST17755,PUNE,Electronics,Credit Card,38325.75
TXN001496,2026-05-30,CUST64619,Pune,Utilities,NetBanking,44469.25
TXN001497,2026-03-21,CUST47022,Visakhapatnam,Fashion,Debit Card,55450.2
TXN001498,2026-03-16,CUST44862,Chennai,Fuel,Debit Card,66001.86
TXN001499,2026-04-16,CUST14109,Vijayawada,Grocery,Debit Card,46635.76
TXN001500,2026-02-16,CUST94033,Vijayawada,Healthcare,Credit Card,37670.51
TXN001501,2026-02-07,CUST50833,Coimbatore,Healthcare,NetBanking,31098.26
TXN001502,2026-02-27,CUST82354,HYDERABAD,Travel,Debit Card,18943.42
TXN001503,2026-05-05,CUST46809,Hyderabad,Restaurants,NetBanking,74379.72
TXN001504,2026-04-14,CUST72792,Lucknow,Travel,Wallet,47332.77
TXN001505,2026-01-14,CUST62889,Bengaluru,Restaurants,NetBanking,35749.32
TXN001506,2026-02-05,CUST74869,Jaipur,Healthcare,Debit Card,69769.97
TXN001507,2026-02-06,CUST24078,Jaipur,Healthcare,Debit Card,16072.32
TXN001508,2026-04-18,CUST55332,Pune,Fuel,UPI,69714.48
TXN001509,2026-06-18,CUST17236,Mumbai,Electronics,Debit Card,19789.52
TXN001510,2026-04-08,CUST46161,Bengaluru,Fashion,UPI,67925.96
TXN001511,2026-06-23,CUST21509,indore,Fashion,Debit Card,21376.41
TXN001512,2026-01-09,CUST53020,Nagpur,Grocery,UPI,8176.09
TXN001513,2026-05-13,CUST71903,Mumbai,Electronics,UPI,73640.9
TXN001514,2026-01-02,CUST68456,Mumbai,Electronics,Debit Card,10377.9
TXN001515,2026-06-13,CUST29322,Coimbatore,Fuel,NetBanking,55240.36
TXN001516,2026-02-23,CUST52520,pune,Fashion,Wallet,9741.38
TXN001517,2026-03-19,CUST68166,Nagpur,Restaurants,Wallet,83280.72
TXN001518,2026-03-24,CUST32571,Jaipur,Electronics,NetBanking,5483.69
TXN001519,2026-01-11,CUST54622,Visakhapatnam,Utilities,NetBanking,79518.77
TXN001520,2026-01-01,CUST93648,Hyderabad,Restaurants,Credit Card,32765.26
TXN001521,2026-03-14,CUST74434,Indore,Grocery,Credit Card,48613.37
TXN001522,2026-05-27,CUST28410,Lucknow,Travel,NetBanking,44248.85
TXN001523,2026-05-28,CUST39102,Visakhapatnam,Healthcare,Credit Card,78467.92
TXN001524,2026-01-29,CUST33233,Indore,Grocery,UPI,51405.03
TXN001525,2026-06-03,CUST27060,Kolkata,Utilities,Credit Card,25478.73
TXN001526,2026-04-24,CUST27748,INDORE,Fuel,Credit Card,66587.22
TXN001527,2026-02-03,CUST24917,Nagpur,Fashion,Credit Card,13932.13
TXN001528,2026-01-19,CUST81344,Pune,Fashion,Wallet,43039.64
TXN001529,2026-01-22,CUST48850,Delhi,Fuel,Wallet,69384.5
TXN001530,2026-01-31,CUST37035, Visakhapatnam ,Fuel,UPI,24826.45
TXN001531,2026-02-25,CUST41578,Chennai,Fuel,Debit Card,51036.0
TXN001532,2026-06-09,CUST10756, Delhi ,Utilities,Wallet,84498.29
TXN001533,2026-03-08,CUST89366,Hyderabad,Fashion,Credit Card,42823.03
TXN001534,2026-03-19,CUST43693, Nagpur ,Fashion,NetBanking,67072.74
TXN001535,2026-02-11,CUST30757,Kolkata,Fuel,Credit Card,34063.76
TXN001536,2026-06-16,CUST89835,Lucknow,Travel,Wallet,20283.7
TXN001537,2026-03-21,CUST14320,Vijayawada,Grocery,Credit Card,2335.57
TXN001538,2026-01-28,CUST15172,COIMBATORE,Healthcare,NetBanking,22732.6
TXN001539,2026-05-26,CUST70875,Chennai,Electronics,Wallet,722.73
TXN001540,2026-03-10,CUST73563,Pune,Travel,UPI,19333.26
TXN001541,2026-06-17,CUST42428,Bengaluru,Restaurants,Credit Card,67373.74
TXN001542,2026-03-01,CUST84762,Hyderabad,Grocery,UPI,3679.25
TXN001543,2026-02-09,CUST13545,Visakhapatnam,Travel,Credit Card,62305.39
TXN001544,2026-04-23,CUST14729,Bengaluru,Utilities,Debit Card,59838.53
TXN001545,2026-03-16,CUST39292,Delhi,Utilities,Wallet,29414.75
TXN001546,2026-06-21,CUST50099,Chennai,Electronics,Credit Card,71502.44
TXN001547,2026-03-25,CUST50742,Nagpur,Healthcare,UPI,7230.6
TXN001548,2026-06-11,CUST16101,Pune,Fuel,UPI,9648.6
