customer_id,transaction_id,amount,city,transaction_date,approval_status,expense_type,card_type,merchant_category,merchant,payment_mode,gender
C49002,w100753,9835.19,Pune,2026-03-12,Declined,Fuel,MasterCard,Food,Zomato,Credit,Male
C54910,w100754,291.27,Kolkata,2026-05-25,Approved,Dining,Visa,Travel,Swiggy,Credit,Female
C27422,w100755,24229.75,Kolkata,2026-01-30,Declined,Utilities,MasterCard,Fuel,IOCL,Credit,Male
C84075,w100756,17733.16,Delhi,2026-05-29,Declined,Utilities,MasterCard,Fuel,IOCL,NetBanking,Female
C97782,w100757,21580.21,Mumbai,2026-01-25,Approved,Groceries,Visa,Travel,IOCL,NetBanking,Female
C11551,w100758,19276.98,Chennai,2026-05-17,Declined,Groceries,RuPay,Utilities,IRCTC,NetBanking,Female
C13598,w100759,4110.17,Chennai,2026-04-19,Declined,Dining,Visa,Travel,DMart,UPI,Female
C52751,w100760,2314.24,Vizag,2026-04-19,Approved,Travel,RuPay,Retail,HPCL,UPI,Male
C79276,w100761,460.25,Chennai,2026-05-11,Approved,Travel,Amex,Retail,IOCL,Credit,Male
C45300,w100762,21734.96,Mumbai,2026-06-04,Approved,Travel,MasterCard,Travel,HPCL,UPI,Male
C98220,w100763,22586.15,Chennai,2026-01-24,Approved,Fuel,RuPay,Retail,Amazon,Credit,Male
C56310,w100764,19237.1,Kolkata,2026-02-03,Approved,Utilities,MasterCard,Food,Amazon,NetBanking,Male
C23910,w100765,450.72,Kolkata,2026-01-27,Approved,Groceries,Visa,Fuel,HPCL,NetBanking,Female
C69867,w100766,19074.9,Mumbai,2026-03-27,Declined,Groceries,Visa,E-commerce,Reliance,Credit,Male
C54014,w100767,24697.38,Chennai,2026-05-03,Approved,Utilities,MasterCard,Utilities,Amazon,UPI,Female
C62565,w100768,21764.08,Mumbai,2026-01-08,Declined,Shopping,Visa,E-commerce,Zomato,NetBanking,Male
C32875,w100769,20206.93,Mumbai,2026-01-30,Approved,Fuel,MasterCard,Utilities,Amazon,Credit,Male
C10464,w100770,18089.34,Chennai,2026-02-02,Declined,Groceries,Amex,E-commerce,Swiggy,Credit,Male
C74163,w100771,22150.94,Hyderabad,2026-05-24,Approved,Dining,Amex,Retail,Swiggy,UPI,Female
C34591,w100772,3670.5,Chennai,2026-06-26,Approved,Fuel,Visa,Travel,Reliance,UPI,Male
C71339,w100773,21139.76,Chennai,2026-06-06,Declined,Dining,RuPay,E-commerce,DMart,NetBanking,Female
C60501,w100774,1838.57,Delhi,2026-01-26,Approved,Fuel,Visa,Retail,Swiggy,Credit,Female
C46514,w100775,24405.87,Pune,2026-04-04,Approved,Utilities,MasterCard,Retail,Swiggy,Credit,Male
C46714,w100776,9352.33,Vizag,2026-05-27,Declined,Utilities,Amex,Utilities,DMart,UPI,Female
C67186,w100777,15609.24,Pune,2026-04-26,Approved,Groceries,MasterCard,Travel,Amazon,NetBanking,Male
C79879,w100778,12961.67,Bengaluru,2026-04-20,Approved,Shopping,RuPay,Fuel,Amazon,UPI,Male
C19804,w100779,19452.66,Mumbai,2026-04-17,Declined,Travel,Visa,E-commerce,HPCL,UPI,Female
C50576,w100780,20717.32,Mumbai,2026-04-23,Approved,Utilities,RuPay,Utilities,DMart,Credit,Male
C18288,w100781,8413.94,Vizag,2026-05-26,Declined,Fuel,Visa,Food,IOCL,Credit,Male
C79324,w100782,22602.63,Vizag,2026-03-15,Declined,Shopping,Amex,E-commerce,Swiggy,Credit,Female
C79669,w100783,16625.55,Pune,2026-06-19,Approved,Fuel,MasterCard,Fuel,IOCL,Credit,Female
C15676,w100784,8843.87,Chennai,2026-03-30,Declined,Fuel,Visa,Utilities,Amazon,Credit,Female
C74759,w100785,19240.72,Bengaluru,2026-04-15,Declined,Travel,RuPay,Retail,Swiggy,Credit,Female
C77954,w100786,21225.38,Delhi,2026-04-12,Approved,Dining,Visa,Fuel,Zomato,NetBanking,Male
C89677,w100787,12903.45,Mumbai,2026-05-13,Declined,Groceries,MasterCard,E-commerce,DMart,Credit,Female
C56421,w100788,5861.6,Vizag,2026-05-28,Declined,Fuel,MasterCard,Fuel,Reliance,Credit,Female
C22260,w100789,19593.9,Chennai,2026-05-04,Declined,Dining,RuPay,Utilities,IRCTC,NetBanking,Female
C21466,w100790,232.23,Mumbai,2026-06-11,Declined,Fuel,MasterCard,Travel,Zomato,Credit,Female
C17253,w100791,1343.85,Chennai,2026-05-14,Declined,Dining,Visa,Fuel,Zomato,NetBanking,Female
C64520,w100792,9208.88,Hyderabad,2026-02-26,Approved,Travel,RuPay,Retail,HPCL,UPI,Female
C36664,w100793,2062.78,Mumbai,2026-06-01,Declined,Travel,Amex,Fuel,Reliance,NetBanking,Female
C69872,w100794,9526.05,Hyderabad,2026-05-16,Declined,Shopping,Visa,E-commerce,HPCL,Credit,Male
C33736,w100795,10301.78,Vizag,2026-01-26,Declined,Utilities,RuPay,E-commerce,IOCL,Credit,Male
C27105,w100796,15505.14,Vizag,2026-03-25,Declined,Fuel,Visa,Food,Amazon,UPI,Female
C80832,w100797,6975.86,Mumbai,2026-05-27,Approved,Utilities,Visa,Retail,DMart,UPI,Male
C24790,w100798,11701.01,Pune,2026-05-16,Approved,Groceries,MasterCard,Travel,IRCTC,UPI,Male
C78969,w100799,3270.37,Vizag,2026-01-07,Declined,Travel,RuPay,Utilities,IRCTC,UPI,Male
C97776,w100800,17283.97,Hyderabad,2026-01-13,Approved,Groceries,Amex,Retail,Zomato,NetBanking,Female
C94397,w100801,23192.84,Vizag,2026-01-01,Approved,Travel,Visa,Travel,Amazon,NetBanking,Male
C42466,w100802,20260.67,Mumbai,2026-01-23,Approved,Groceries,Amex,E-commerce,Zomato,Credit,Female
C43130,w100803,21097.19,Vizag,2026-01-10,Approved,Groceries,Visa,Retail,IRCTC,Credit,Female
C12145,w100804,4199.9,Vizag,2026-05-02,Declined,Groceries,RuPay,Retail,HPCL,UPI,Male
C44060,w100805,4409.01,Pune,2026-05-14,Declined,Groceries,RuPay,Retail,Reliance,Credit,Female
C33577,w100806,17859.0,Delhi,2026-04-15,Approved,Shopping,RuPay,E-commerce,Swiggy,Credit,Female
C83251,w100807,11065.19,Bengaluru,2026-03-09,Approved,Utilities,Visa,Utilities,Swiggy,NetBanking,Male
C39759,w100808,4174.55,Mumbai,2026-06-25,Approved,Utilities,Amex,E-commerce,HPCL,UPI,Female
C75056,w100809,15469.97,Vizag,2026-04-28,Approved,Dining,Visa,E-commerce,IRCTC,UPI,Female
C42705,w100810,3509.34,Bengaluru,2026-01-05,Approved,Fuel,Amex,Fuel,Amazon,Credit,Male
C30191,w100811,20008.76,Hyderabad,2026-03-17,Approved,Dining,Visa,Food,IOCL,Credit,Male
C35020,w100812,11614.54,Hyderabad,2026-01-23,Approved,Fuel,MasterCard,Food,Swiggy,Credit,Male
C52749,w100813,22593.38,Delhi,2026-03-10,Approved,Shopping,Visa,Food,Reliance,NetBanking,Female
C57946,w100814,23808.94,Vizag,2026-01-28,Declined,Dining,Visa,Food,IOCL,NetBanking,Male
C85205,w100815,21058.42,Kolkata,2026-05-30,Approved,Fuel,Amex,Retail,Reliance,Credit,Female
C41225,w100816,17776.26,Vizag,2026-02-18,Approved,Dining,Visa,Utilities,Swiggy,UPI,Female
C60891,w100817,7483.77,Kolkata,2026-05-02,Declined,Fuel,Visa,Travel,IRCTC,NetBanking,Male
C40305,w100818,4994.46,Bengaluru,2026-04-20,Approved,Shopping,RuPay,Travel,HPCL,UPI,Male
C71164,w100819,1970.41,Bengaluru,2026-03-03,Approved,Groceries,Visa,Fuel,HPCL,NetBanking,Female
C63824,w100820,2687.3,Kolkata,2026-04-24,Approved,Utilities,RuPay,Travel,DMart,UPI,Female
C88245,w100821,24820.11,Chennai,2026-01-29,Approved,Shopping,RuPay,Utilities,Reliance,NetBanking,Male
C19838,w100822,10690.31,Mumbai,2026-06-25,Approved,Fuel,Visa,Food,Swiggy,UPI,Male
C65045,w100823,5644.22,Vizag,2026-02-06,Approved,Shopping,Amex,Retail,IOCL,UPI,Male
C27181,w100824,11565.51,Bengaluru,2026-03-07,Approved,Groceries,MasterCard,Retail,Reliance,NetBanking,Female
C40770,w100825,14013.02,Kolkata,2026-02-04,Approved,Dining,RuPay,Travel,IOCL,UPI,Female
C89024,w100826,7298.63,Pune,2026-05-11,Declined,Groceries,Amex,Food,Reliance,Credit,Male
C21731,w100827,856.03,Delhi,2026-04-21,Approved,Groceries,MasterCard,Travel,Zomato,Credit,Female
C19324,w100828,17246.46,Kolkata,2026-04-18,Approved,Utilities,Visa,Travel,Zomato,NetBanking,Male
C38769,w100829,23265.72,Kolkata,2026-01-07,Declined,Fuel,Amex,Utilities,IOCL,UPI,Male
C67300,w100830,23982.06,Hyderabad,2026-04-09,Approved,Dining,RuPay,Travel,Zomato,Credit,Male
C98924,w100831,23900.26,Mumbai,2026-01-06,Approved,Shopping,Amex,E-commerce,Amazon,Credit,Male
C52441,w100832,11879.56,Chennai,2026-05-29,Approved,Fuel,MasterCard,E-commerce,DMart,UPI,Female
C11351,w100833,15420.66,Hyderabad,2026-01-19,Declined,Fuel,MasterCard,Fuel,Swiggy,UPI,Female
C19033,w100834,13140.41,Kolkata,2026-06-27,Approved,Fuel,RuPay,Utilities,Zomato,NetBanking,Male
C25045,w100835,6040.06,Pune,2026-06-25,Declined,Travel,Visa,Retail,IOCL,UPI,Male
C96842,w100836,20907.89,Delhi,2026-02-21,Declined,Travel,Amex,Retail,Swiggy,Credit,Female
C10738,w100837,5035.22,Mumbai,2026-03-12,Declined,Shopping,Visa,Food,DMart,UPI,Male
C28773,w100838,20045.82,Pune,2026-03-23,Approved,Utilities,Amex,Travel,IOCL,Credit,Female
C26034,w100839,3715.19,Vizag,2026-02-24,Approved,Groceries,RuPay,Fuel,Swiggy,Credit,Female
C16527,w100840,22706.12,Vizag,2026-03-16,Declined,Fuel,Amex,Travel,IRCTC,UPI,Female
C18640,w100841,19911.4,Delhi,2026-04-01,Declined,Utilities,MasterCard,E-commerce,Zomato,NetBanking,Male
C84221,w100842,15147.2,Vizag,2026-01-16,Approved,Shopping,MasterCard,Fuel,HPCL,Credit,Male
C92210,w100843,15981.56,Chennai,2026-03-12,Approved,Utilities,MasterCard,Travel,IOCL,Credit,Female
C21194,w100844,20038.92,Pune,2026-05-08,Approved,Fuel,Amex,Food,DMart,UPI,Male
C64645,w100845,3890.69,Kolkata,2026-06-21,Declined,Shopping,Amex,Food,Swiggy,Credit,Female
C94089,w100846,6615.68,Hyderabad,2026-03-02,Approved,Dining,RuPay,E-commerce,HPCL,NetBanking,Female
C94850,w100847,14086.97,Bengaluru,2026-06-30,Approved,Travel,MasterCard,Retail,IOCL,UPI,Male
C66347,w100848,19205.08,Vizag,2026-04-09,Approved,Travel,RuPay,E-commerce,HPCL,Credit,Male
C23052,w100849,22793.86,Mumbai,2026-02-24,Declined,Utilities,RuPay,Food,Amazon,NetBanking,Male
C43888,w100850,6841.74,Pune,2026-04-27,Approved,Fuel,Visa,Retail,DMart,NetBanking,Male
C62697,w100851,15187.12,Pune,2026-04-18,Declined,Shopping,MasterCard,Travel,Reliance,UPI,Female
C94736,w100852,8495.47,Chennai,2026-04-03,Approved,Fuel,Amex,Food,HPCL,Credit,Male
C10791,w100853,17293.25,Mumbai,2026-03-15,Approved,Groceries,MasterCard,Fuel,Zomato,Credit,Female
C27638,w100854,22570.01,Hyderabad,2026-06-17,Declined,Utilities,RuPay,Utilities,DMart,NetBanking,Male
C88529,w100855,15573.37,Mumbai,2026-02-05,Approved,Utilities,MasterCard,Utilities,IRCTC,Credit,Male
C74223,w100856,5743.27,Hyderabad,2026-05-15,Approved,Travel,RuPay,Travel,Reliance,Credit,Female
C36852,w100857,1733.33,Mumbai,2026-05-27,Approved,Groceries,RuPay,Food,DMart,Credit,Male
C33817,w100858,4033.51,Kolkata,2026-04-05,Approved,Groceries,Amex,Fuel,Reliance,NetBanking,Male
C84852,w100859,1910.54,Mumbai,2026-06-12,Declined,Utilities,Amex,Fuel,Zomato,Credit,Male
C61764,w100860,7000.19,Delhi,2026-02-12,Approved,Travel,MasterCard,Fuel,HPCL,UPI,Male
C71917,w100861,3924.3,Delhi,2026-03-30,Approved,Shopping,Visa,Food,Reliance,UPI,Male
C20035,w100862,13389.4,Delhi,2026-01-18,Declined,Travel,RuPay,Travel,HPCL,NetBanking,Male
C66674,w100863,311.26,Delhi,2026-03-07,Declined,Dining,MasterCard,Utilities,Zomato,Credit,Male
C66377,w100864,13295.12,Bengaluru,2026-02-03,Approved,Travel,MasterCard,Fuel,DMart,NetBanking,Female
C71344,w100865,7670.46,Bengaluru,2026-06-07,Declined,Travel,Amex,Travel,Swiggy,UPI,Female
C63137,w100866,5775.36,Bengaluru,2026-01-03,Approved,Groceries,Amex,Retail,Reliance,NetBanking,Male
C26432,w100867,23248.47,Kolkata,2026-01-24,Declined,Shopping,Amex,E-commerce,Swiggy,Credit,Female
C42082,w100868,20356.32,Vizag,2026-03-31,Declined,Fuel,RuPay,Food,Swiggy,Credit,Male
C44555,w100869,12905.66,Delhi,2026-02-21,Approved,Travel,RuPay,Travel,Swiggy,NetBanking,Male
C18122,w100870,18085.99,Pune,2026-02-11,Declined,Travel,Amex,Utilities,IRCTC,Credit,Male
C61017,w100871,519.53,Chennai,2026-02-02,Declined,Travel,Visa,Fuel,DMart,UPI,Female
C18539,w100872,22873.34,Chennai,2026-06-09,Declined,Dining,Visa,Food,DMart,NetBanking,Male
C18647,w100873,2243.25,Mumbai,2026-03-10,Declined,Fuel,MasterCard,E-commerce,IRCTC,UPI,Female
C46867,w100874,20540.09,Pune,2026-01-26,Declined,Fuel,MasterCard,Utilities,IOCL,UPI,Female
C74026,w100875,6222.41,Hyderabad,2026-05-15,Declined,Shopping,MasterCard,Fuel,HPCL,Credit,Male
C23992,w100876,20064.09,Hyderabad,2026-05-12,Declined,Groceries,Visa,Travel,DMart,UPI,Female
C78221,w100877,18357.93,Mumbai,2026-04-08,Declined,Fuel,Visa,Food,IOCL,NetBanking,Female
C65293,w100878,15647.18,Bengaluru,2026-02-26,Approved,Fuel,MasterCard,Fuel,DMart,UPI,Male
C99719,w100879,145.79,Bengaluru,2026-05-11,Declined,Shopping,MasterCard,Fuel,Swiggy,UPI,Female
C23388,w100880,8992.12,Bengaluru,2026-02-03,Approved,Dining,Visa,Retail,IOCL,Credit,Male
C52910,w100881,15236.27,Delhi,2026-01-13,Declined,Dining,MasterCard,Travel,Reliance,UPI,Male
C61505,w100882,18355.54,Vizag,2026-05-18,Declined,Travel,RuPay,E-commerce,HPCL,Credit,Female
C89860,w100883,3113.21,Delhi,2026-03-06,Approved,Groceries,MasterCard,Travel,IOCL,Credit,Female
C10959,w100884,20176.57,Kolkata,2026-04-18,Declined,Fuel,MasterCard,Fuel,Swiggy,NetBanking,Female
C91554,w100885,10134.92,Hyderabad,2026-01-02,Declined,Fuel,MasterCard,Food,IOCL,UPI,Female
C47768,w100886,15584.08,Vizag,2026-02-03,Approved,Fuel,RuPay,Utilities,IRCTC,UPI,Male
C53482,w100887,8550.46,Vizag,2026-04-20,Declined,Travel,Visa,Retail,Amazon,NetBanking,Female
C96011,w100888,8918.05,Mumbai,2026-03-19,Declined,Shopping,RuPay,E-commerce,DMart,Credit,Male
C61667,w100889,20434.11,Hyderabad,2026-01-22,Declined,Utilities,MasterCard,Fuel,Swiggy,UPI,Female
C85658,w100890,20892.16,Vizag,2026-05-20,Declined,Groceries,Visa,E-commerce,IRCTC,NetBanking,Male
C24081,w100891,18997.81,Mumbai,2026-04-01,Declined,Dining,RuPay,Food,Amazon,Credit,Male
C50411,w100892,15001.65,Delhi,2026-01-30,Declined,Fuel,Amex,E-commerce,DMart,UPI,Female
C65130,w100893,23789.47,Delhi,2026-04-25,Declined,Fuel,MasterCard,Food,IRCTC,Credit,Male
C54944,w100894,8913.42,Delhi,2026-06-13,Declined,Shopping,Amex,Food,Zomato,UPI,Male
C20242,w100895,19426.2,Mumbai,2026-05-22,Declined,Dining,Visa,Fuel,DMart,UPI,Male
C32909,w100896,19930.99,Pune,2026-04-06,Declined,Shopping,Amex,Fuel,Amazon,NetBanking,Male
C16361,w100897,1233.14,Hyderabad,2026-05-03,Approved,Dining,RuPay,Travel,Swiggy,Credit,Male
C88618,w100898,2637.11,Vizag,2026-03-20,Approved,Dining,RuPay,Utilities,Amazon,NetBanking,Male
C22468,w100899,7112.97,Pune,2026-06-10,Approved,Travel,Amex,Food,IOCL,Credit,Female
C93428,w100900,5726.12,Delhi,2026-02-24,Declined,Groceries,RuPay,E-commerce,IOCL,Credit,Female
C34412,w100901,6044.38,Hyderabad,2026-05-01,Approved,Utilities,Visa,Travel,Amazon,Credit,Male
C30190,w100902,22004.34,Hyderabad,2026-02-20,Declined,Dining,Visa,E-commerce,Zomato,UPI,Male
C41577,w100903,15926.7,Chennai,2026-05-30,Approved,Dining,MasterCard,Fuel,IOCL,NetBanking,Female
C15119,w100904,1180.48,Bengaluru,2026-01-07,Approved,Shopping,Amex,E-commerce,IOCL,Credit,Female
C51189,w100905,3064.82,Pune,2026-02-13,Declined,Travel,RuPay,Travel,Reliance,UPI,Female
C41885,w100906,5881.55,Hyderabad,2026-06-05,Approved,Groceries,RuPay,Travel,Zomato,NetBanking,Female
C91548,w100907,21762.31,Chennai,2026-05-07,Declined,Travel,Amex,Food,Amazon,UPI,Male
C12422,w100908,3107.33,Hyderabad,2026-04-06,Declined,Fuel,Visa,Travel,Zomato,UPI,Female
C83903,w100909,16753.94,Mumbai,2026-05-25,Declined,Dining,Visa,Utilities,Swiggy,NetBanking,Female
C17840,w100910,22053.54,Kolkata,2026-02-13,Declined,Shopping,Amex,E-commerce,DMart,Credit,Male
C63290,w100911,4886.34,Pune,2026-02-15,Approved,Fuel,Visa,Fuel,Reliance,NetBanking,Female
C65567,w100912,3520.12,Hyderabad,2026-03-10,Approved,Fuel,MasterCard,Retail,Swiggy,Credit,Male
C45167,w100913,10310.86,Mumbai,2026-04-08,Declined,Travel,Visa,Utilities,Amazon,Credit,Male
C68682,w100914,425.83,Vizag,2026-03-13,Approved,Dining,RuPay,Retail,IOCL,NetBanking,Female
C37198,w100915,14588.14,Delhi,2026-05-13,Declined,Utilities,Amex,Utilities,Zomato,Credit,Male
C83444,w100916,13230.8,Mumbai,2026-06-01,Declined,Dining,RuPay,Retail,IOCL,UPI,Female
C27668,w100917,11850.22,Pune,2026-03-11,Declined,Shopping,MasterCard,Fuel,DMart,NetBanking,Female
C62091,w100918,1021.12,Mumbai,2026-05-17,Declined,Utilities,MasterCard,Utilities,DMart,NetBanking,Male
C68418,w100919,23175.2,Hyderabad,2026-02-10,Declined,Fuel,MasterCard,Travel,Amazon,UPI,Male
C44823,w100920,11829.53,Delhi,2026-02-28,Approved,Groceries,Visa,Retail,DMart,UPI,Male
C51170,w100921,16669.76,Delhi,2026-04-13,Declined,Travel,Amex,Utilities,Swiggy,Credit,Female
C36966,w100922,24496.6,Vizag,2026-01-23,Approved,Travel,Visa,Retail,Reliance,Credit,Female
C18694,w100923,7214.63,Chennai,2026-03-29,Declined,Groceries,MasterCard,E-commerce,IOCL,NetBanking,Male
C84612,w100924,8846.62,Delhi,2026-02-05,Approved,Groceries,MasterCard,Fuel,HPCL,UPI,Female
C81947,w100925,12312.44,Delhi,2026-04-24,Approved,Fuel,RuPay,Retail,IRCTC,UPI,Male
C87362,w100926,15632.29,Delhi,2026-02-27,Approved,Fuel,Amex,Fuel,Swiggy,NetBanking,Female
C67145,w100927,4148.93,Chennai,2026-06-16,Approved,Travel,RuPay,Food,HPCL,NetBanking,Female
C44978,w100928,9183.71,Pune,2026-01-15,Approved,Fuel,Visa,Utilities,Reliance,UPI,Female
C85606,w100929,10696.09,Vizag,2026-04-20,Approved,Dining,RuPay,Utilities,Zomato,UPI,Male
C99579,w100930,16915.84,Pune,2026-02-02,Approved,Fuel,RuPay,Retail,IRCTC,Credit,Male
C48792,w100931,7702.95,Hyderabad,2026-04-09,Approved,Utilities,MasterCard,Fuel,Swiggy,NetBanking,Male
C36574,w100932,16592.19,Kolkata,2026-06-12,Declined,Travel,MasterCard,E-commerce,HPCL,NetBanking,Female
C52384,w100933,20566.46,Chennai,2026-05-28,Approved,Dining,Visa,E-commerce,IOCL,UPI,Male
C48672,w100934,16431.49,Vizag,2026-05-09,Declined,Utilities,Amex,Travel,Swiggy,NetBanking,Female
C63271,w100935,10394.42,Bengaluru,2026-04-20,Declined,Groceries,RuPay,Retail,Reliance,UPI,Male
C52594,w100936,15277.43,Chennai,2026-01-31,Declined,Groceries,RuPay,Fuel,HPCL,NetBanking,Male
C69955,w100937,14163.73,Delhi,2026-02-26,Declined,Dining,RuPay,E-commerce,Zomato,NetBanking,Female
C86893,w100938,10591.74,Mumbai,2026-04-30,Approved,Shopping,MasterCard,Food,Amazon,Credit,Female
C52070,w100939,23713.24,Pune,2026-04-18,Approved,Travel,MasterCard,Food,IOCL,NetBanking,Male
C87912,w100940,23499.05,Delhi,2026-06-22,Declined,Groceries,RuPay,Food,DMart,UPI,Male
C32352,w100941,17963.59,Vizag,2026-01-18,Declined,Groceries,Amex,Utilities,Amazon,Credit,Male
C17343,w100942,3897.69,Mumbai,2026-06-06,Declined,Groceries,RuPay,E-commerce,HPCL,NetBanking,Male
C15866,w100943,14151.34,Mumbai,2026-05-28,Declined,Groceries,RuPay,Fuel,Reliance,Credit,Male
C45892,w100944,1476.53,Delhi,2026-06-20,Approved,Travel,RuPay,Fuel,Swiggy,Credit,Female
C20161,w100945,6946.14,Delhi,2026-04-16,Declined,Utilities,RuPay,Food,Amazon,UPI,Female
C96990,w100946,20185.97,Chennai,2026-03-01,Approved,Fuel,RuPay,Fuel,IOCL,UPI,Female
C29163,w100947,3679.35,Hyderabad,2026-05-10,Approved,Utilities,Amex,Retail,Zomato,UPI,Female
C70309,w100948,3106.72,Bengaluru,2026-05-18,Approved,Groceries,RuPay,Utilities,Reliance,Credit,Male
C99168,w100949,9823.6,Kolkata,2026-05-24,Approved,Fuel,RuPay,E-commerce,Zomato,NetBanking,Female
C23195,w100950,4243.92,Chennai,2026-02-01,Declined,Groceries,RuPay,E-commerce,Swiggy,Credit,Male
C85637,w100951,8190.14,Mumbai,2026-01-25,Declined,Shopping,RuPay,Retail,DMart,UPI,Male
C48473,w100952,17993.56,Hyderabad,2026-03-05,Declined,Travel,Visa,Food,Swiggy,NetBanking,Male
C31632,w100953,21037.43,Delhi,2026-04-14,Declined,Shopping,RuPay,Fuel,Amazon,NetBanking,Female
C34910,w100954,19805.4,Mumbai,2026-06-06,Declined,Dining,MasterCard,Fuel,HPCL,UPI,Male
C94871,w100955,21455.76,Mumbai,2026-06-10,Approved,Groceries,Amex,Fuel,Zomato,Credit,Male
C41606,w100956,1168.72,Kolkata,2026-03-31,Approved,Shopping,RuPay,E-commerce,Zomato,NetBanking,Male
C69129,w100957,4279.84,Delhi,2026-04-27,Approved,Utilities,Visa,Food,IRCTC,UPI,Female
C11926,w100958,7553.09,Bengaluru,2026-01-24,Approved,Groceries,MasterCard,E-commerce,IOCL,NetBanking,Female
C61487,w100959,16207.58,Bengaluru,2026-03-11,Approved,Shopping,Amex,Food,HPCL,Credit,Male
C53488,w100960,12570.64,Hyderabad,2026-05-09,Approved,Fuel,MasterCard,Retail,Zomato,NetBanking,Female
C86150,w100961,23612.63,Vizag,2026-03-04,Declined,Shopping,RuPay,Fuel,Reliance,UPI,Male
C13375,w100962,23766.48,Mumbai,2026-03-21,Declined,Travel,RuPay,Food,Amazon,UPI,Female
C66422,w100963,20869.8,Delhi,2026-04-04,Declined,Shopping,Amex,E-commerce,Amazon,Credit,Male
C67143,w100964,10061.64,Bengaluru,2026-02-16,Declined,Fuel,Visa,Fuel,Amazon,UPI,Male
C14435,w100965,14103.32,Delhi,2026-03-15,Approved,Dining,Visa,Retail,Swiggy,NetBanking,Male
C48273,w100966,8773.41,Delhi,2026-04-05,Declined,Utilities,MasterCard,Fuel,Amazon,Credit,Male
C51412,w100967,5619.22,Mumbai,2026-03-06,Approved,Shopping,MasterCard,Retail,DMart,NetBanking,Male
C32317,w100968,10314.19,Delhi,2026-04-12,Approved,Dining,RuPay,Fuel,IRCTC,UPI,Female
C25450,w100969,1203.31,Chennai,2026-04-24,Approved,Utilities,MasterCard,Travel,IOCL,NetBanking,Male
C55316,w100970,21629.9,Kolkata,2026-03-10,Approved,Shopping,Visa,Retail,Zomato,NetBanking,Male
C30382,w100971,10434.92,Mumbai,2026-01-03,Declined,Utilities,RuPay,Retail,Amazon,NetBanking,Female
C81396,w100972,24384.92,Bengaluru,2026-04-20,Approved,Travel,RuPay,Utilities,Amazon,NetBanking,Female
C41041,w100973,132.07,Kolkata,2026-05-31,Declined,Fuel,MasterCard,Travel,IRCTC,UPI,Female
C81645,w100974,11175.29,Bengaluru,2026-02-05,Approved,Dining,MasterCard,Utilities,Amazon,Credit,Female
C80060,w100975,1232.23,Mumbai,2026-03-09,Declined,Groceries,Amex,Utilities,IOCL,NetBanking,Male
C89743,w100976,19310.25,Bengaluru,2026-05-12,Approved,Utilities,Amex,Utilities,IOCL,NetBanking,Male
C78613,w100977,19007.59,Chennai,2026-05-07,Declined,Groceries,MasterCard,Utilities,Amazon,NetBanking,Female
C31838,w100978,16283.99,Pune,2026-04-13,Approved,Utilities,Visa,Retail,HPCL,UPI,Male
C71216,w100979,18112.46,Vizag,2026-06-14,Declined,Shopping,MasterCard,Retail,Swiggy,UPI,Female
C35859,w100980,18363.6,Kolkata,2026-04-03,Approved,Dining,RuPay,Food,DMart,UPI,Male
C25377,w100981,17182.47,Hyderabad,2026-04-07,Approved,Travel,Amex,Utilities,Zomato,NetBanking,Male
C18087,w100982,24331.28,Delhi,2026-06-05,Approved,Utilities,Visa,Travel,Amazon,NetBanking,Female
C69641,w100983,1630.99,Hyderabad,2026-03-07,Declined,Shopping,RuPay,E-commerce,DMart,Credit,Female
C89833,w100984,15281.02,Pune,2026-01-25,Approved,Travel,MasterCard,Fuel,Amazon,UPI,Female
C71658,w100985,13127.32,Bengaluru,2026-01-11,Declined,Dining,Amex,Retail,IRCTC,Credit,Male
C50825,w100986,6789.3,Vizag,2026-01-01,Approved,Utilities,Visa,Travel,IRCTC,Credit,Female
C65369,w100987,13328.2,Hyderabad,2026-01-22,Approved,Travel,Amex,Retail,Amazon,NetBanking,Female
C76447,w100988,23637.16,Chennai,2026-04-14,Declined,Fuel,Amex,Retail,IOCL,Credit,Female
C63351,w100989,7336.29,Chennai,2026-01-17,Approved,Shopping,Amex,E-commerce,Zomato,NetBanking,Male
C21821,w100990,10966.02,Bengaluru,2026-04-30,Approved,Groceries,Visa,Fuel,Swiggy,NetBanking,Female
C71763,w100991,7766.2,Vizag,2026-03-02,Declined,Groceries,Amex,Travel,DMart,Credit,Male
C80305,w100992,9701.08,Kolkata,2026-06-01,Declined,Shopping,Visa,Retail,DMart,UPI,Male
C11912,w100993,17899.53,Chennai,2026-06-11,Approved,Fuel,Visa,Travel,Swiggy,UPI,Male
C98383,w100994,6816.99,Bengaluru,2026-02-07,Approved,Fuel,Visa,Travel,Zomato,NetBanking,Male
C89933,w100995,21382.47,Chennai,2026-05-13,Declined,Dining,Amex,Fuel,Zomato,Credit,Male
C30033,w100996,6218.14,Bengaluru,2026-05-02,Approved,Utilities,Visa,Retail,IOCL,UPI,Male
C87497,w100997,20485.36,Kolkata,2026-06-04,Approved,Utilities,Amex,Retail,HPCL,NetBanking,Male
C41643,w100998,15853.4,Kolkata,2026-03-20,Declined,Utilities,Visa,Retail,HPCL,Credit,Female
C35336,w100999,4940.0,Chennai,2026-02-18,Declined,Fuel,RuPay,Retail,Reliance,NetBanking,Male
