transaction_id,transaction_date,city,customer_id,card_type,expense_type,gender,amount,payment_mode,merchant,merchant_category,approval_status
s101493,2026-05-13, hyderabad ,C33932,RuPay,Utilities,Female,18379.91,NetBanking, HPCL ,Retail,Declined
s101494,2026-06-13, delhi ,C13349,Amex,Utilities,Male,6650.9,Credit, AMAZON ,Retail,Declined
s101495,2026-01-31, kolkata ,C99013,Visa,Dining,Female,24969.01,Credit, HPCL ,Fuel,Declined
s101496,2026-02-28, hyderabad ,C84477,Visa,Travel,Male,20265.87,Credit, AMAZON ,E-commerce,Approved
s101497,2026-03-26, bengaluru ,C79056,Amex,Travel,Female,587.0,NetBanking, ZOMATO ,Utilities,Declined
s101498,2026-01-12, chennai ,C36759,Visa,Groceries,Female,24258.97,NetBanking, SWIGGY ,Utilities,Declined
s101499,2026-05-06, bengaluru ,C55155,Amex,Travel,Male,5534.31,UPI, DMART ,Travel,Approved
s101500,2026-01-03, vizag ,C43639,MasterCard,Shopping,Male,10961.14,Credit, AMAZON ,E-commerce,Approved
s101501,2026-01-09, chennai ,C24094,RuPay,Groceries,Female,23417.69,Credit, AMAZON ,Food,Declined
s101502,2026-06-25, vizag ,C85047,RuPay,Utilities,Female,7894.61,UPI, DMART ,Utilities,Declined
s101503,2026-06-03, vizag ,C28440,RuPay,Fuel,Male,10962.0,NetBanking, HPCL ,Retail,Declined
s101504,2026-03-29, vizag ,C94324,RuPay,Shopping,Male,21304.9,NetBanking, IRCTC ,E-commerce,Declined
s101505,2026-01-28, bengaluru ,C11047,Visa,Dining,Male,2050.43,Credit, ZOMATO ,Food,Approved
s101506,2026-06-08, hyderabad ,C87466,MasterCard,Utilities,Female,10689.77,Credit, HPCL ,Food,Declined
s101507,2026-05-10, bengaluru ,C78920,MasterCard,Dining,Female,24443.66,UPI, DMART ,Utilities,Declined
s101508,2026-01-20, chennai ,C56578,RuPay,Utilities,Male,22312.15,UPI, SWIGGY ,Fuel,Approved
s101509,2026-06-06, bengaluru ,C97828,Amex,Shopping,Male,20916.34,UPI, SWIGGY ,E-commerce,Approved
s101510,2026-03-11, delhi ,C50223,MasterCard,Travel,Male,4658.91,NetBanking, ZOMATO ,Utilities,Declined
s101511,2026-06-01, bengaluru ,C17401,Amex,Dining,Male,12263.95,UPI, IOCL ,Utilities,Approved
s101512,2026-03-22, vizag ,C86261,Visa,Groceries,Male,13520.27,NetBanking, IRCTC ,Retail,Approved
s101513,2026-01-03, vizag ,C36722,Amex,Travel,Female,5910.04,Credit, DMART ,E-commerce,Approved
s101514,2026-04-11, chennai ,C78817,Amex,Utilities,Male,3422.1,NetBanking, HPCL ,Food,Approved
s101515,2026-06-06, mumbai ,C50670,Amex,Dining,Female,1186.37,Credit, DMART ,E-commerce,Declined
s101516,2026-02-03, delhi ,C57654,MasterCard,Fuel,Male,22857.96,UPI, DMART ,Fuel,Approved
s101517,2026-04-10, pune ,C27623,MasterCard,Dining,Male,17326.84,UPI, SWIGGY ,Food,Declined
s101518,2026-04-22, pune ,C64716,RuPay,Shopping,Female,909.32,Credit, DMART ,Utilities,Approved
s101519,2026-02-25, vizag ,C44999,Amex,Groceries,Female,7555.05,UPI, HPCL ,E-commerce,Approved
s101520,2026-01-21, chennai ,C49242,Amex,Dining,Female,1961.83,UPI, HPCL ,Utilities,Approved
s101521,2026-02-01, mumbai ,C18566,Visa,Groceries,Female,13184.24,Credit, AMAZON ,Retail,Approved
s101522,2026-05-28, vizag ,C66756,Amex,Utilities,Male,4549.85,Credit, HPCL ,E-commerce,Approved
s101523,2026-02-25, pune ,C13632,MasterCard,Groceries,Female,10376.38,NetBanking, SWIGGY ,Fuel,Declined
s101524,2026-06-04, chennai ,C74825,MasterCard,Dining,Female,12084.22,UPI, HPCL ,Retail,Approved
s101525,2026-03-16, pune ,C69185,Visa,Shopping,Female,23810.55,UPI, SWIGGY ,Fuel,Declined
s101526,2026-05-19, delhi ,C72340,MasterCard,Dining,Female,1157.72,Credit, RELIANCE ,Fuel,Approved
s101527,2026-05-03, vizag ,C24466,Amex,Fuel,Female,24546.78,NetBanking, SWIGGY ,Travel,Declined
s101528,2026-02-17, mumbai ,C86357,Amex,Groceries,Male,6875.01,Credit, AMAZON ,Travel,Approved
s101529,2026-05-30, pune ,C52232,RuPay,Dining,Male,4214.03,Credit, HPCL ,Retail,Approved
s101530,2026-04-09, hyderabad ,C80356,Visa,Dining,Male,6822.03,Credit, HPCL ,Utilities,Declined
s101531,2026-04-11, vizag ,C51932,MasterCard,Groceries,Male,14480.6,NetBanking, HPCL ,Utilities,Declined
s101532,2026-06-05, hyderabad ,C57520,RuPay,Fuel,Female,12867.08,UPI, IOCL ,Travel,Approved
s101533,2026-01-18, hyderabad ,C40451,RuPay,Dining,Female,1236.93,Credit, IOCL ,E-commerce,Declined
s101534,2026-06-04, mumbai ,C80764,RuPay,Dining,Male,12828.4,Credit, IOCL ,Retail,Declined
s101535,2026-01-02, vizag ,C32028,Visa,Shopping,Female,1011.81,Credit, RELIANCE ,Food,Approved
s101536,2026-04-13, mumbai ,C50201,Visa,Travel,Female,9804.68,NetBanking, ZOMATO ,Fuel,Approved
s101537,2026-01-29, vizag ,C55510,MasterCard,Travel,Male,17488.86,Credit, DMART ,Food,Declined
s101538,2026-04-03, hyderabad ,C48390,MasterCard,Travel,Female,13750.1,UPI, DMART ,Retail,Declined
s101539,2026-05-05, hyderabad ,C19922,RuPay,Groceries,Male,23984.11,NetBanking, HPCL ,Fuel,Approved
s101540,2026-06-19, mumbai ,C86838,MasterCard,Shopping,Male,22717.85,Credit, DMART ,Utilities,Approved
s101541,2026-06-17, vizag ,C46434,Visa,Fuel,Female,6375.45,Credit, IOCL ,Retail,Declined
s101542,2026-02-24, chennai ,C39318,Amex,Dining,Male,23932.87,NetBanking, IRCTC ,Travel,Declined
s101543,2026-05-02, chennai ,C87702,RuPay,Travel,Male,7214.58,UPI, RELIANCE ,Retail,Approved
s101544,2026-04-19, delhi ,C72765,MasterCard,Shopping,Male,16077.65,Credit, SWIGGY ,Utilities,Approved
s101545,2026-02-10, kolkata ,C15766,MasterCard,Groceries,Male,3833.75,UPI, ZOMATO ,Food,Approved
s101546,2026-05-08, pune ,C79162,MasterCard,Travel,Female,16819.36,Credit, HPCL ,Retail,Approved
s101547,2026-06-09, bengaluru ,C77573,Visa,Utilities,Male,7295.61,NetBanking, RELIANCE ,Travel,Approved
s101548,2026-02-13, kolkata ,C39677,RuPay,Shopping,Female,9325.5,Credit, IRCTC ,Retail,Approved
s101549,2026-06-08, mumbai ,C87159,Amex,Travel,Male,20459.39,NetBanking, RELIANCE ,Fuel,Approved
s101550,2026-04-15, vizag ,C67517,RuPay,Fuel,Female,23491.7,UPI, SWIGGY ,Utilities,Declined
s101551,2026-03-14, delhi ,C50096,MasterCard,Shopping,Female,23043.25,UPI, RELIANCE ,Food,Approved
s101552,2026-02-11, mumbai ,C36764,RuPay,Shopping,Male,5149.89,NetBanking, ZOMATO ,Travel,Declined
s101553,2026-06-13, mumbai ,C74563,RuPay,Fuel,Male,24231.21,Credit, DMART ,E-commerce,Declined
s101554,2026-03-26, mumbai ,C24923,MasterCard,Dining,Female,8724.02,UPI, IOCL ,Food,Declined
s101555,2026-04-24, hyderabad ,C56443,Amex,Fuel,Female,2430.82,NetBanking, DMART ,Utilities,Approved
s101556,2026-02-28, mumbai ,C40448,RuPay,Dining,Male,19333.63,NetBanking, ZOMATO ,Travel,Approved
s101557,2026-02-01, mumbai ,C53939,RuPay,Fuel,Male,17704.23,Credit, SWIGGY ,E-commerce,Approved
s101558,2026-03-01, vizag ,C35239,MasterCard,Fuel,Male,3394.21,Credit, HPCL ,Retail,Approved
s101559,2026-02-02, kolkata ,C15152,Amex,Shopping,Female,15773.65,NetBanking, IOCL ,Food,Approved
s101560,2026-01-01, vizag ,C12161,Amex,Travel,Female,20079.78,NetBanking, HPCL ,Travel,Declined
s101561,2026-05-24, bengaluru ,C85519,MasterCard,Shopping,Female,14396.43,Credit, DMART ,E-commerce,Approved
s101562,2026-06-08, delhi ,C86264,MasterCard,Shopping,Male,8063.81,NetBanking, IRCTC ,Retail,Declined
s101563,2026-04-05, mumbai ,C26842,Amex,Shopping,Female,21219.05,NetBanking, IOCL ,Retail,Approved
s101564,2026-01-15, bengaluru ,C41786,Visa,Dining,Female,19531.44,Credit, RELIANCE ,Retail,Declined
s101565,2026-06-05, bengaluru ,C22810,Amex,Dining,Female,22112.61,Credit, DMART ,Travel,Approved
s101566,2026-04-09, delhi ,C97659,RuPay,Dining,Female,15166.09,Credit, IRCTC ,Fuel,Declined
s101567,2026-04-06, vizag ,C83590,MasterCard,Dining,Male,1389.35,Credit, AMAZON ,Travel,Declined
s101568,2026-01-01, mumbai ,C34553,MasterCard,Dining,Male,18597.25,NetBanking, SWIGGY ,Utilities,Approved
s101569,2026-05-25, bengaluru ,C36373,RuPay,Shopping,Female,6204.75,Credit, ZOMATO ,Retail,Approved
s101570,2026-01-26, chennai ,C91678,Visa,Travel,Female,4116.22,Credit, IRCTC ,Utilities,Declined
s101571,2026-02-01, kolkata ,C14359,Visa,Fuel,Female,3792.19,NetBanking, IRCTC ,Utilities,Approved
s101572,2026-01-18, chennai ,C93891,Visa,Fuel,Male,24174.76,Credit, AMAZON ,Food,Approved
s101573,2026-06-03, vizag ,C77468,RuPay,Shopping,Female,16939.81,UPI, RELIANCE ,Utilities,Approved
s101574,2026-05-29, vizag ,C98238,Amex,Utilities,Female,21112.0,UPI, IRCTC ,E-commerce,Approved
s101575,2026-01-13, delhi ,C53787,MasterCard,Fuel,Female,3576.29,Credit, IOCL ,Travel,Approved
s101576,2026-02-12, vizag ,C20418,RuPay,Dining,Male,16127.58,UPI, AMAZON ,Food,Declined
s101577,2026-02-09, mumbai ,C39908,MasterCard,Dining,Female,1084.29,NetBanking, SWIGGY ,Travel,Declined
s101578,2026-05-12, mumbai ,C20901,Amex,Utilities,Female,18700.59,Credit, IOCL ,E-commerce,Approved
s101579,2026-04-12, bengaluru ,C67181,Amex,Utilities,Female,5664.98,Credit, HPCL ,Retail,Declined
s101580,2026-02-11, chennai ,C96191,RuPay,Dining,Female,13676.7,NetBanking, IRCTC ,Food,Approved
s101581,2026-06-03, bengaluru ,C68185,Visa,Fuel,Male,19714.06,NetBanking, DMART ,E-commerce,Approved
s101582,2026-05-26, pune ,C67888,MasterCard,Groceries,Male,23315.63,Credit, ZOMATO ,Fuel,Declined
s101583,2026-02-04, mumbai ,C45856,MasterCard,Utilities,Male,5769.59,UPI, RELIANCE ,Retail,Declined
s101584,2026-03-19, bengaluru ,C12183,Visa,Travel,Female,23830.44,Credit, IRCTC ,E-commerce,Declined
s101585,2026-04-08, kolkata ,C54232,Amex,Dining,Female,412.83,UPI, DMART ,Utilities,Approved
s101586,2026-04-02, bengaluru ,C73697,RuPay,Groceries,Female,4394.66,Credit, SWIGGY ,Retail,Approved
s101587,2026-06-28, hyderabad ,C42627,Visa,Dining,Female,6606.01,UPI, AMAZON ,Retail,Declined
s101588,2026-06-20, vizag ,C48268,RuPay,Fuel,Male,11190.6,UPI, IOCL ,E-commerce,Approved
s101589,2026-03-13, vizag ,C99671,Amex,Utilities,Female,19658.63,NetBanking, HPCL ,Food,Declined
s101590,2026-03-19, kolkata ,C83871,MasterCard,Dining,Female,14990.97,NetBanking, AMAZON ,Retail,Approved
s101591,2026-05-02, vizag ,C48983,Amex,Shopping,Female,24836.19,NetBanking, RELIANCE ,Travel,Declined
s101592,2026-03-22, vizag ,C59682,MasterCard,Travel,Female,20303.87,NetBanking, RELIANCE ,E-commerce,Approved
s101593,2026-01-28, mumbai ,C74273,Amex,Shopping,Male,9114.98,Credit, DMART ,Retail,Declined
s101594,2026-02-03, delhi ,C32657,Visa,Travel,Female,18719.22,Credit, ZOMATO ,Retail,Approved
s101595,2026-06-17, vizag ,C93392,Visa,Travel,Female,3449.08,UPI, HPCL ,Fuel,Approved
s101596,2026-01-12, hyderabad ,C29008,Visa,Groceries,Male,6784.85,Credit, AMAZON ,Food,Declined
s101597,2026-05-25, hyderabad ,C13662,Visa,Groceries,Male,21019.61,Credit, RELIANCE ,Retail,Declined
s101598,2026-01-16, pune ,C58561,RuPay,Fuel,Female,20860.53,UPI, DMART ,Fuel,Approved
s101599,2026-01-14, kolkata ,C36197,Visa,Shopping,Female,7194.08,NetBanking, AMAZON ,Food,Declined
s101600,2026-04-26, kolkata ,C45510,Amex,Groceries,Male,16664.4,NetBanking, IOCL ,Travel,Approved
s101601,2026-04-13, pune ,C21191,MasterCard,Dining,Female,21764.96,UPI, HPCL ,Retail,Declined
s101602,2026-01-10, delhi ,C31533,Visa,Travel,Male,9146.69,Credit, HPCL ,Food,Declined
s101603,2026-01-16, hyderabad ,C10817,RuPay,Travel,Female,1494.58,NetBanking, IRCTC ,Travel,Declined
s101604,2026-04-13, mumbai ,C97593,MasterCard,Shopping,Male,4736.08,UPI, SWIGGY ,Utilities,Approved
s101605,2026-06-17, mumbai ,C66382,Visa,Dining,Male,242.13,UPI, IOCL ,E-commerce,Approved
s101606,2026-06-13, hyderabad ,C92569,Amex,Fuel,Female,6237.52,Credit, IOCL ,Food,Approved
s101607,2026-03-03, bengaluru ,C66933,Amex,Dining,Male,11276.11,NetBanking, AMAZON ,Travel,Declined
s101608,2026-06-14, kolkata ,C12858,Visa,Travel,Female,14834.06,Credit, DMART ,Fuel,Declined
s101609,2026-05-27, mumbai ,C45877,RuPay,Shopping,Male,16359.7,UPI, DMART ,Travel,Approved
s101610,2026-02-17, vizag ,C89889,MasterCard,Dining,Male,3571.04,UPI, ZOMATO ,Travel,Declined
s101611,2026-03-19, bengaluru ,C91260,RuPay,Utilities,Female,24930.81,Credit, AMAZON ,Food,Declined
s101612,2026-01-07, mumbai ,C64471,MasterCard,Travel,Male,14594.23,Credit, IOCL ,E-commerce,Declined
s101613,2026-05-25, mumbai ,C26165,MasterCard,Groceries,Male,9504.54,UPI, ZOMATO ,Retail,Approved
s101614,2026-03-10, mumbai ,C34754,MasterCard,Utilities,Female,6518.04,UPI, ZOMATO ,Fuel,Approved
s101615,2026-04-14, delhi ,C86687,RuPay,Dining,Male,19787.51,Credit, IOCL ,Fuel,Approved
s101616,2026-03-25, bengaluru ,C57401,Amex,Dining,Female,16323.85,Credit, HPCL ,Utilities,Declined
s101617,2026-05-27, bengaluru ,C67523,Visa,Dining,Male,16763.36,NetBanking, DMART ,Retail,Declined
s101618,2026-04-23, hyderabad ,C61499,Visa,Groceries,Male,23774.84,UPI, HPCL ,E-commerce,Declined
s101619,2026-05-02, hyderabad ,C63705,Amex,Travel,Female,20414.25,Credit, AMAZON ,Utilities,Approved
s101620,2026-02-16, bengaluru ,C99053,Amex,Shopping,Female,22964.41,NetBanking, IOCL ,Travel,Declined
s101621,2026-01-02, delhi ,C82977,Amex,Utilities,Male,2143.37,UPI, IOCL ,E-commerce,Approved
s101622,2026-03-21, kolkata ,C63965,MasterCard,Travel,Female,24940.02,UPI, DMART ,Retail,Declined
s101623,2026-01-18, kolkata ,C27758,Visa,Groceries,Female,22687.58,UPI, RELIANCE ,Retail,Declined
s101624,2026-05-08, delhi ,C60401,Amex,Shopping,Female,22163.89,Credit, IOCL ,Fuel,Approved
s101625,2026-06-05, delhi ,C80729,Visa,Utilities,Female,6737.76,UPI, IRCTC ,Travel,Approved
s101626,2026-01-11, chennai ,C69005,MasterCard,Shopping,Male,11220.44,UPI, DMART ,E-commerce,Approved
s101627,2026-01-28, chennai ,C89964,Visa,Travel,Female,1780.48,Credit, IOCL ,Utilities,Approved
s101628,2026-04-07, mumbai ,C21903,MasterCard,Utilities,Female,14669.85,UPI, AMAZON ,Food,Approved
s101629,2026-05-11, chennai ,C91773,RuPay,Groceries,Male,23941.49,NetBanking, IRCTC ,Fuel,Declined
s101630,2026-02-11, chennai ,C31774,MasterCard,Fuel,Male,7846.41,Credit, IRCTC ,E-commerce,Approved
s101631,2026-04-03, delhi ,C73325,Amex,Utilities,Male,6513.87,NetBanking, IRCTC ,E-commerce,Approved
s101632,2026-01-05, kolkata ,C96644,Visa,Travel,Male,14605.38,UPI, IRCTC ,Utilities,Approved
s101633,2026-05-12, delhi ,C55463,Visa,Groceries,Male,13440.07,NetBanking, SWIGGY ,Retail,Approved
s101634,2026-01-01, vizag ,C48352,Visa,Travel,Female,10422.5,UPI, RELIANCE ,Food,Approved
s101635,2026-01-02, hyderabad ,C86671,MasterCard,Fuel,Male,13375.48,UPI, AMAZON ,Food,Approved
s101636,2026-02-07, chennai ,C45607,Visa,Fuel,Male,9497.36,NetBanking, AMAZON ,E-commerce,Declined
s101637,2026-05-19, hyderabad ,C70860,MasterCard,Groceries,Male,20396.51,UPI, ZOMATO ,Utilities,Approved
s101638,2026-04-27, vizag ,C29701,Visa,Shopping,Male,10828.16,UPI, AMAZON ,Utilities,Declined
s101639,2026-04-19, pune ,C58550,MasterCard,Travel,Male,1349.39,Credit, IOCL ,Utilities,Declined
s101640,2026-01-22, kolkata ,C19001,Amex,Groceries,Female,11180.19,Credit, ZOMATO ,Travel,Approved
s101641,2026-06-23, bengaluru ,C92236,Amex,Fuel,Male,13542.89,NetBanking, DMART ,Travel,Approved
s101642,2026-06-16, bengaluru ,C76459,RuPay,Shopping,Male,14207.99,Credit, AMAZON ,E-commerce,Declined
s101643,2026-06-23, delhi ,C89463,MasterCard,Groceries,Female,10376.19,NetBanking, HPCL ,Food,Approved
s101644,2026-04-15, kolkata ,C26339,Visa,Shopping,Female,11637.89,NetBanking, AMAZON ,E-commerce,Approved
s101645,2026-05-27, chennai ,C17848,Amex,Groceries,Female,13834.01,NetBanking, IOCL ,Food,Declined
s101646,2026-04-02, vizag ,C25111,RuPay,Travel,Female,4211.75,Credit, IRCTC ,Travel,Approved
s101647,2026-06-17, mumbai ,C81618,Amex,Travel,Male,11652.62,UPI, IRCTC ,Utilities,Declined
s101648,2026-02-08, vizag ,C32323,RuPay,Shopping,Male,10018.04,Credit, ZOMATO ,Fuel,Approved
s101649,2026-01-31, chennai ,C25368,RuPay,Fuel,Male,855.31,NetBanking, DMART ,Retail,Approved
s101650,2026-03-11, kolkata ,C22316,MasterCard,Utilities,Male,2513.54,Credit, ZOMATO ,Fuel,Approved
s101651,2026-04-27, vizag ,C21208,Visa,Shopping,Male,4235.47,NetBanking, SWIGGY ,Utilities,Declined
s101652,2026-06-22, mumbai ,C77028,Amex,Shopping,Female,15272.44,UPI, IRCTC ,Fuel,Declined
s101653,2026-03-24, mumbai ,C52693,RuPay,Dining,Male,15535.01,UPI, RELIANCE ,Retail,Approved
s101654,2026-01-03, mumbai ,C68156,MasterCard,Dining,Male,11692.24,NetBanking, ZOMATO ,Food,Approved
s101655,2026-05-13, bengaluru ,C53413,Visa,Utilities,Male,23519.04,UPI, HPCL ,Fuel,Approved
s101656,2026-02-24, kolkata ,C79000,MasterCard,Dining,Male,7337.51,NetBanking, SWIGGY ,Food,Declined
s101657,2026-04-01, pune ,C68749,RuPay,Groceries,Male,1634.0,Credit, RELIANCE ,Food,Declined
s101658,2026-05-24, vizag ,C50608,MasterCard,Dining,Female,11167.47,Credit, SWIGGY ,Fuel,Approved
s101659,2026-02-15, pune ,C55835,MasterCard,Shopping,Male,17014.54,UPI, IRCTC ,Fuel,Declined
s101660,2026-05-26, delhi ,C46122,Amex,Travel,Male,1736.17,NetBanking, ZOMATO ,Fuel,Declined
s101661,2026-04-17, delhi ,C85712,MasterCard,Dining,Male,9081.38,UPI, RELIANCE ,Fuel,Approved
s101662,2026-02-08, delhi ,C13828,MasterCard,Groceries,Male,24404.93,NetBanking, DMART ,Retail,Approved
s101663,2026-05-29, delhi ,C35501,Amex,Fuel,Female,24572.2,Credit, AMAZON ,Retail,Approved
s101664,2026-05-27, delhi ,C25223,RuPay,Utilities,Male,16852.06,NetBanking, AMAZON ,E-commerce,Declined
s101665,2026-01-11, bengaluru ,C67913,Amex,Utilities,Female,15634.44,Credit, RELIANCE ,Fuel,Approved
s101666,2026-02-05, delhi ,C84220,RuPay,Fuel,Male,251.64,NetBanking, IOCL ,Utilities,Declined
s101667,2026-01-08, chennai ,C48812,Visa,Fuel,Female,14486.02,NetBanking, IRCTC ,Travel,Declined
s101668,2026-06-14, vizag ,C70722,Amex,Groceries,Female,6896.39,UPI, HPCL ,Fuel,Approved
s101669,2026-01-01, vizag ,C29254,Visa,Utilities,Female,21095.99,Credit, DMART ,Utilities,Approved
s101670,2026-05-04, hyderabad ,C17282,Amex,Utilities,Female,23746.23,UPI, SWIGGY ,Retail,Declined
s101671,2026-03-05, delhi ,C57939,Amex,Dining,Male,16930.27,UPI, HPCL ,Retail,Approved
s101672,2026-01-23, bengaluru ,C38192,RuPay,Travel,Male,7906.27,UPI, HPCL ,Travel,Declined
s101673,2026-04-15, delhi ,C50933,MasterCard,Fuel,Male,4183.28,NetBanking, DMART ,Utilities,Declined
s101674,2026-04-09, bengaluru ,C36596,Amex,Shopping,Male,5560.3,Credit, RELIANCE ,Fuel,Approved
s101675,2026-03-16, kolkata ,C10501,RuPay,Dining,Female,24373.23,Credit, HPCL ,Retail,Declined
s101676,2026-05-16, hyderabad ,C24249,Amex,Shopping,Female,2648.48,UPI, AMAZON ,Fuel,Declined
s101677,2026-05-23, bengaluru ,C51770,MasterCard,Dining,Female,17440.07,Credit, ZOMATO ,Utilities,Approved
s101678,2026-05-07, pune ,C11844,Amex,Utilities,Male,24219.63,UPI, DMART ,Retail,Approved
s101679,2026-01-10, delhi ,C17427,Amex,Groceries,Male,21006.65,Credit, IOCL ,Retail,Approved
s101680,2026-06-14, vizag ,C83793,Visa,Fuel,Male,5382.09,UPI, IRCTC ,Food,Declined
s101681,2026-01-24, kolkata ,C69973,Visa,Shopping,Female,14787.05,UPI, HPCL ,Fuel,Approved
s101682,2026-04-08, chennai ,C62582,Amex,Dining,Male,18966.54,Credit, IOCL ,Fuel,Approved
s101683,2026-04-15, pune ,C86097,Amex,Fuel,Male,11185.14,Credit, DMART ,Retail,Declined
s101684,2026-01-19, chennai ,C21166,RuPay,Fuel,Female,22251.15,Credit, IOCL ,Retail,Declined
s101685,2026-02-26, bengaluru ,C66204,Amex,Groceries,Female,24094.68,NetBanking, RELIANCE ,Fuel,Declined
s101686,2026-02-06, kolkata ,C73990,Amex,Utilities,Male,20631.88,NetBanking, SWIGGY ,E-commerce,Declined
s101687,2026-03-18, pune ,C95239,Visa,Groceries,Male,10252.71,Credit, IOCL ,Fuel,Declined
s101688,2026-03-05, vizag ,C11655,Visa,Travel,Female,15503.36,NetBanking, HPCL ,Food,Approved
s101689,2026-06-29, pune ,C78991,MasterCard,Dining,Male,24317.26,Credit, ZOMATO ,Fuel,Approved
s101690,2026-02-25, bengaluru ,C87442,Amex,Utilities,Male,10552.06,UPI, SWIGGY ,Retail,Approved
s101691,2026-03-22, bengaluru ,C20575,MasterCard,Utilities,Female,1757.16,Credit, DMART ,Utilities,Approved
s101692,2026-05-16, chennai ,C72810,Amex,Travel,Female,16492.4,UPI, IRCTC ,Fuel,Approved
s101693,2026-05-06, kolkata ,C92112,Amex,Groceries,Male,10596.72,UPI, RELIANCE ,Food,Declined
s101694,2026-04-26, vizag ,C37749,Visa,Fuel,Female,23118.01,Credit, ZOMATO ,Utilities,Approved
s101695,2026-05-05, delhi ,C41372,RuPay,Fuel,Female,1902.85,NetBanking, IOCL ,Retail,Declined
s101696,2026-04-13, kolkata ,C44001,Amex,Shopping,Female,13091.22,Credit, ZOMATO ,Food,Declined
s101697,2026-01-31, mumbai ,C20436,Visa,Dining,Female,9894.61,Credit, RELIANCE ,Fuel,Declined
s101698,2026-02-06, delhi ,C53718,Visa,Groceries,Female,21784.71,Credit, AMAZON ,E-commerce,Declined
s101699,2026-05-14, hyderabad ,C62724,Visa,Fuel,Female,15703.39,NetBanking, ZOMATO ,Utilities,Approved
s101700,2026-02-22, kolkata ,C38499,MasterCard,Dining,Male,24489.15,UPI, ZOMATO ,E-commerce,Declined
s101701,2026-06-11, delhi ,C37467,MasterCard,Groceries,Female,350.69,Credit, HPCL ,Fuel,Declined
s101702,2026-04-10, chennai ,C47124,Visa,Dining,Male,23791.8,UPI, SWIGGY ,Utilities,Declined
s101703,2026-05-15, vizag ,C17129,MasterCard,Groceries,Male,11829.33,Credit, AMAZON ,Utilities,Declined
s101704,2026-04-07, delhi ,C15438,Visa,Dining,Female,23550.3,Credit, ZOMATO ,Fuel,Declined
s101705,2026-05-07, pune ,C98260,MasterCard,Travel,Male,15864.22,UPI, SWIGGY ,E-commerce,Declined
s101706,2026-06-17, pune ,C12222,Amex,Travel,Female,24298.44,UPI, SWIGGY ,Fuel,Declined
s101707,2026-06-10, mumbai ,C85010,MasterCard,Fuel,Female,13917.76,Credit, IOCL ,Travel,Approved
s101708,2026-03-12, hyderabad ,C47051,MasterCard,Dining,Female,7342.0,UPI, DMART ,Fuel,Approved
s101709,2026-04-20, hyderabad ,C16611,MasterCard,Utilities,Male,3879.45,NetBanking, ZOMATO ,Utilities,Declined
s101710,2026-05-07, chennai ,C65042,Amex,Groceries,Female,5810.94,UPI, DMART ,Food,Approved
s101711,2026-03-19, hyderabad ,C80410,Amex,Travel,Female,2673.26,UPI, RELIANCE ,Utilities,Approved
s101712,2026-06-27, bengaluru ,C86364,MasterCard,Utilities,Female,13503.69,UPI, HPCL ,Travel,Approved
s101713,2026-02-13, chennai ,C76623,Amex,Dining,Female,394.75,UPI, SWIGGY ,Travel,Declined
s101714,2026-01-19, kolkata ,C84022,RuPay,Utilities,Male,5763.97,NetBanking, AMAZON ,Travel,Approved
s101715,2026-05-19, hyderabad ,C76519,Amex,Groceries,Male,8003.63,NetBanking, ZOMATO ,Utilities,Declined
s101716,2026-01-26, delhi ,C34122,Amex,Fuel,Male,23106.72,NetBanking, DMART ,Utilities,Approved
s101717,2026-06-30, bengaluru ,C29740,RuPay,Utilities,Female,5806.25,UPI, IRCTC ,Utilities,Approved
s101718,2026-03-15, bengaluru ,C31568,Amex,Dining,Female,17451.7,NetBanking, AMAZON ,Food,Declined
s101719,2026-04-11, kolkata ,C15695,Visa,Utilities,Male,12924.12,UPI, SWIGGY ,E-commerce,Approved
s101720,2026-01-20, bengaluru ,C93407,MasterCard,Fuel,Male,9033.08,Credit, IOCL ,E-commerce,Declined
s101721,2026-04-05, delhi ,C29828,Amex,Utilities,Female,16798.45,Credit, SWIGGY ,E-commerce,Approved
s101722,2026-03-21, pune ,C27877,Amex,Dining,Female,18304.85,NetBanking, AMAZON ,Fuel,Approved
s101723,2026-06-24, delhi ,C91792,RuPay,Groceries,Female,789.21,NetBanking, DMART ,Utilities,Declined
s101724,2026-03-17, kolkata ,C46246,Visa,Groceries,Female,3717.18,NetBanking, DMART ,E-commerce,Approved
s101725,2026-02-12, mumbai ,C20182,RuPay,Travel,Female,23647.0,UPI, IOCL ,Fuel,Approved
s101726,2026-02-14, pune ,C58179,RuPay,Shopping,Female,18908.65,NetBanking, HPCL ,Travel,Approved
s101727,2026-04-16, pune ,C74097,Visa,Fuel,Female,10321.8,NetBanking, SWIGGY ,Travel,Approved
s101728,2026-02-07, hyderabad ,C80935,Visa,Utilities,Male,10709.68,NetBanking, IOCL ,Retail,Approved
s101729,2026-05-25, pune ,C93554,Amex,Fuel,Male,9614.68,UPI, DMART ,E-commerce,Approved
s101730,2026-02-22, vizag ,C43803,MasterCard,Fuel,Male,24877.35,NetBanking, IOCL ,Fuel,Declined
s101731,2026-01-10, hyderabad ,C75028,Amex,Utilities,Female,11236.45,Credit, ZOMATO ,Travel,Declined
s101732,2026-04-09, chennai ,C34696,RuPay,Dining,Female,7786.19,UPI, DMART ,Utilities,Declined
