transaction_id,transaction_date,city,customer_id,card_type,expense_type,gender,amount,payment_mode,merchant,merchant_category,approval_status
n100995,2026-06-04,Mumbai,C79109,MasterCard,Fuel,Female,17935.01,NetBanking,DMart,Fuel,Declined
n100996,2026-06-24,Kolkata,C51652,RuPay,Groceries,Male,1336.53,UPI,HPCL,E-commerce,Declined
n100997,2026-04-18,Bengaluru,C26265,Amex,Groceries,Female,14820.16,Credit,Amazon,Travel,Approved
n100998,2026-06-14,Hyderabad,C70525,RuPay,Groceries,Female,1021.5,NetBanking,Amazon,Travel,Approved
n100999,2026-01-18,Vizag,C22467,Amex,Utilities,Female,6939.37,UPI,IOCL,E-commerce,Declined
n101000,2026-05-07,Hyderabad,C61554,RuPay,Utilities,Female,12384.08,NetBanking,DMart,Travel,Approved
n101001,2026-01-08,Mumbai,C16269,Visa,Groceries,Male,24839.16,NetBanking,IOCL,Retail,Approved
n101002,2026-01-23,Mumbai,C58349,Visa,Utilities,Male,6566.22,Credit,DMart,E-commerce,Declined
n101003,2026-01-20,Delhi,C53165,Amex,Travel,Male,23128.97,NetBanking,HPCL,E-commerce,Approved
n101004,2026-03-23,Chennai,C86563,Amex,Utilities,Female,16739.06,NetBanking,IRCTC,Fuel,Declined
n101005,2026-06-19,Vizag,C46771,RuPay,Utilities,Female,5723.18,UPI,Swiggy,Utilities,Approved
n101006,2026-04-01,Mumbai,C96439,MasterCard,Utilities,Male,1971.1,UPI,Amazon,Retail,Approved
n101007,2026-06-21,Mumbai,C71361,Amex,Groceries,Female,2702.91,Credit,Zomato,Travel,Declined
n101008,2026-06-17,Chennai,C76127,Visa,Groceries,Male,22925.76,UPI,HPCL,Fuel,Approved
n101009,2026-04-13,Mumbai,C18996,RuPay,Dining,Male,17188.02,NetBanking,DMart,Retail,Declined
n101010,2026-01-28,Bengaluru,C41531,Visa,Dining,Male,6742.24,UPI,HPCL,Travel,Declined
n101011,2026-01-31,Bengaluru,C56455,Amex,Groceries,Male,9983.51,UPI,Zomato,E-commerce,Declined
n101012,2026-03-11,Pune,C22820,Visa,Utilities,Female,18326.84,UPI,IRCTC,Travel,Approved
n101013,2026-04-14,Chennai,C87863,RuPay,Shopping,Female,13013.6,Credit,Amazon,Utilities,Approved
n101014,2026-01-29,Mumbai,C25097,Visa,Fuel,Female,6045.3,NetBanking,DMart,Travel,Approved
n101015,2026-06-08,Kolkata,C61368,Amex,Fuel,Male,18374.72,NetBanking,Swiggy,Food,Approved
n101016,2026-02-13,Mumbai,C55564,RuPay,Utilities,Female,18373.67,Credit,Reliance,Fuel,Declined
n101017,2026-03-20,Mumbai,C32312,RuPay,Utilities,Male,4249.47,UPI,HPCL,Retail,Approved
n101018,2026-06-20,Vizag,C66088,RuPay,Fuel,Male,24361.83,Credit,Reliance,Utilities,Approved
n101019,2026-06-02,Pune,C72105,Visa,Dining,Male,11866.95,Credit,Amazon,Fuel,Declined
n101020,2026-02-28,Chennai,C29212,Visa,Fuel,Female,20116.93,UPI,HPCL,Food,Declined
n101021,2026-05-20,Delhi,C96954,Amex,Travel,Female,11522.89,UPI,Swiggy,Utilities,Declined
n101022,2026-05-13,Vizag,C24779,RuPay,Utilities,Male,3782.72,UPI,IRCTC,Utilities,Approved
n101023,2026-04-02,Vizag,C14050,MasterCard,Shopping,Female,9049.56,NetBanking,DMart,Retail,Declined
n101024,2026-06-13,Bengaluru,C45903,Amex,Shopping,Male,6706.2,NetBanking,Zomato,Travel,Declined
n101025,2026-05-31,Kolkata,C46208,RuPay,Groceries,Male,14529.97,NetBanking,Zomato,Fuel,Approved
n101026,2026-04-21,Vizag,C84273,RuPay,Travel,Male,24239.8,UPI,Reliance,Food,Approved
n101027,2026-05-14,Delhi,C91762,MasterCard,Travel,Female,7277.67,UPI,Amazon,Food,Approved
n101028,2026-02-25,Delhi,C87735,Visa,Fuel,Female,7714.96,UPI,Zomato,Utilities,Approved
n101029,2026-01-13,Delhi,C28051,RuPay,Travel,Male,23846.76,NetBanking,Swiggy,Retail,Approved
n101030,2026-04-21,Bengaluru,C48116,MasterCard,Fuel,Female,23330.08,Credit,IOCL,Food,Declined
n101031,2026-01-26,Delhi,C49586,RuPay,Groceries,Female,17005.19,UPI,Reliance,Utilities,Approved
n101032,2026-03-06,Chennai,C64566,MasterCard,Travel,Female,2231.39,NetBanking,HPCL,Fuel,Approved
n101033,2026-04-07,Kolkata,C22588,MasterCard,Shopping,Female,17383.92,NetBanking,Zomato,Food,Declined
n101034,2026-04-20,Vizag,C65116,Amex,Dining,Male,22822.7,Credit,IOCL,E-commerce,Approved
n101035,2026-06-07,Delhi,C41804,RuPay,Groceries,Female,1433.05,UPI,Reliance,Food,Approved
n101036,2026-04-29,Vizag,C17123,Visa,Fuel,Female,20764.37,NetBanking,DMart,Travel,Approved
n101037,2026-03-16,Vizag,C53425,Visa,Fuel,Male,17569.16,NetBanking,Reliance,Fuel,Declined
n101038,2026-02-04,Mumbai,C98562,MasterCard,Travel,Female,18006.64,Credit,HPCL,Fuel,Approved
n101039,2026-01-30,Bengaluru,C10004,MasterCard,Shopping,Male,13043.58,Credit,IRCTC,E-commerce,Declined
n101040,2026-01-07,Vizag,C61211,Visa,Fuel,Female,10173.48,Credit,IRCTC,Fuel,Declined
n101041,2026-06-06,Vizag,C96266,Visa,Dining,Male,15941.31,Credit,Reliance,Utilities,Approved
n101042,2026-02-13,Mumbai,C72411,Amex,Travel,Female,16721.63,NetBanking,HPCL,Travel,Declined
n101043,2026-04-11,Kolkata,C24068,Amex,Dining,Female,3789.35,UPI,HPCL,E-commerce,Declined
n101044,2026-01-03,Delhi,C14467,Amex,Fuel,Female,24073.63,UPI,HPCL,Travel,Approved
n101045,2026-02-10,Pune,C75619,MasterCard,Travel,Female,12874.82,Credit,Reliance,Travel,Declined
n101046,2026-04-28,Chennai,C46482,RuPay,Dining,Male,22912.38,NetBanking,HPCL,Food,Declined
n101047,2026-06-05,Chennai,C85502,RuPay,Groceries,Female,14762.42,NetBanking,Zomato,Fuel,Declined
n101048,2026-01-18,Hyderabad,C13869,MasterCard,Groceries,Male,16665.0,UPI,HPCL,Travel,Approved
n101049,2026-03-02,Bengaluru,C32806,Amex,Dining,Male,1641.97,UPI,DMart,E-commerce,Approved
n101050,2026-04-24,Pune,C89499,Visa,Groceries,Female,2780.76,UPI,IOCL,Retail,Approved
n101051,2026-02-20,Delhi,C74369,Amex,Utilities,Female,5714.86,NetBanking,Reliance,Food,Approved
n101052,2026-01-23,Hyderabad,C92459,Visa,Groceries,Male,20269.22,Credit,Zomato,Food,Approved
n101053,2026-03-29,Chennai,C99438,Amex,Groceries,Male,14302.21,UPI,Zomato,Travel,Approved
n101054,2026-01-18,Vizag,C66034,Amex,Fuel,Male,3267.09,NetBanking,Swiggy,E-commerce,Approved
n101055,2026-05-08,Mumbai,C16747,RuPay,Fuel,Male,20551.06,UPI,Swiggy,Food,Declined
n101056,2026-01-18,Chennai,C47757,Visa,Shopping,Male,21344.56,NetBanking,Swiggy,Food,Approved
n101057,2026-05-20,Bengaluru,C86385,Amex,Travel,Male,903.64,UPI,Swiggy,Retail,Declined
n101058,2026-01-16,Chennai,C36769,RuPay,Utilities,Male,5966.87,Credit,Amazon,Travel,Approved
n101059,2026-04-17,Bengaluru,C82276,Amex,Groceries,Female,18110.91,Credit,Amazon,Food,Approved
n101060,2026-06-16,Pune,C66559,Amex,Travel,Male,633.94,Credit,Amazon,Retail,Declined
n101061,2026-06-24,Hyderabad,C82416,Amex,Fuel,Female,19165.47,NetBanking,Reliance,Food,Declined
n101062,2026-05-21,Chennai,C25149,Amex,Fuel,Female,8859.55,UPI,IOCL,E-commerce,Approved
n101063,2026-03-01,Bengaluru,C87151,Visa,Groceries,Female,18712.14,NetBanking,Amazon,E-commerce,Approved
n101064,2026-01-15,Bengaluru,C17425,MasterCard,Dining,Male,7136.64,UPI,Zomato,Fuel,Approved
n101065,2026-03-16,Chennai,C89445,Amex,Dining,Male,16449.1,Credit,Swiggy,Fuel,Approved
n101066,2026-05-07,Pune,C38873,Amex,Utilities,Female,23541.53,NetBanking,Swiggy,Utilities,Approved
n101067,2026-05-15,Delhi,C51793,Visa,Fuel,Female,22520.59,NetBanking,HPCL,Travel,Approved
n101068,2026-02-22,Chennai,C78287,MasterCard,Travel,Male,3156.43,NetBanking,Reliance,E-commerce,Approved
n101069,2026-06-28,Vizag,C95184,Amex,Fuel,Male,12522.8,Credit,Swiggy,Travel,Declined
n101070,2026-03-18,Bengaluru,C17827,RuPay,Shopping,Female,12434.4,UPI,IOCL,Food,Approved
n101071,2026-02-27,Mumbai,C59719,MasterCard,Utilities,Female,13359.05,NetBanking,Swiggy,E-commerce,Declined
n101072,2026-01-07,Pune,C44410,MasterCard,Fuel,Female,18172.08,NetBanking,IOCL,Food,Approved
n101073,2026-01-28,Kolkata,C98862,RuPay,Shopping,Female,10653.49,NetBanking,Swiggy,Retail,Declined
n101074,2026-04-30,Mumbai,C27284,Visa,Travel,Female,2229.87,Credit,Swiggy,Travel,Declined
n101075,2026-01-10,Delhi,C57408,RuPay,Utilities,Female,19582.41,NetBanking,Amazon,E-commerce,Declined
n101076,2026-05-26,Pune,C44670,MasterCard,Dining,Female,529.94,Credit,HPCL,E-commerce,Declined
n101077,2026-05-03,Mumbai,C63557,Visa,Shopping,Male,6983.5,NetBanking,Zomato,E-commerce,Declined
n101078,2026-02-16,Delhi,C46194,RuPay,Dining,Male,5762.73,Credit,Reliance,Fuel,Approved
n101079,2026-03-01,Bengaluru,C95799,Visa,Groceries,Female,14539.28,Credit,IRCTC,E-commerce,Declined
n101080,2026-03-07,Hyderabad,C98917,RuPay,Shopping,Male,15054.41,UPI,DMart,E-commerce,Declined
n101081,2026-01-29,Bengaluru,C41061,MasterCard,Travel,Female,20745.53,NetBanking,IOCL,E-commerce,Declined
n101082,2026-03-14,Chennai,C13236,RuPay,Shopping,Female,8441.15,UPI,Zomato,Food,Declined
n101083,2026-06-09,Hyderabad,C31012,RuPay,Fuel,Female,23264.68,NetBanking,Amazon,E-commerce,Approved
n101084,2026-03-22,Pune,C38163,Amex,Shopping,Male,16460.78,Credit,IOCL,Utilities,Approved
n101085,2026-01-20,Mumbai,C84108,Amex,Shopping,Male,21205.12,NetBanking,Amazon,Fuel,Declined
n101086,2026-06-18,Vizag,C51541,RuPay,Groceries,Female,22785.63,UPI,IRCTC,Travel,Approved
n101087,2026-04-27,Pune,C25127,MasterCard,Dining,Female,9110.84,UPI,DMart,Travel,Declined
n101088,2026-06-04,Mumbai,C68847,Amex,Groceries,Male,23150.35,Credit,IOCL,Utilities,Approved
n101089,2026-06-05,Delhi,C47602,RuPay,Travel,Male,2129.5,UPI,Reliance,Fuel,Declined
n101090,2026-06-11,Mumbai,C33581,Amex,Fuel,Male,3107.64,UPI,HPCL,Utilities,Approved
n101091,2026-02-02,Hyderabad,C66547,Visa,Utilities,Male,24749.34,Credit,IOCL,Food,Declined
n101092,2026-02-02,Kolkata,C82999,MasterCard,Utilities,Female,3063.84,UPI,DMart,Utilities,Approved
n101093,2026-01-19,Pune,C68837,Amex,Utilities,Female,18543.37,UPI,Swiggy,Food,Approved
n101094,2026-02-16,Bengaluru,C29956,Visa,Shopping,Female,16880.29,UPI,IOCL,Travel,Declined
n101095,2026-02-15,Delhi,C22700,MasterCard,Travel,Female,8593.82,NetBanking,IOCL,Travel,Declined
n101096,2026-04-09,Pune,C33385,MasterCard,Fuel,Male,10820.39,UPI,Zomato,E-commerce,Declined
n101097,2026-03-14,Chennai,C25538,RuPay,Travel,Female,11029.03,Credit,Swiggy,Travel,Approved
n101098,2026-03-01,Delhi,C28481,Visa,Groceries,Male,781.02,Credit,IRCTC,E-commerce,Declined
n101099,2026-01-07,Pune,C36626,RuPay,Shopping,Female,18329.03,NetBanking,Reliance,Food,Declined
n101100,2026-01-29,Bengaluru,C68249,Amex,Dining,Female,2262.91,Credit,Swiggy,Utilities,Approved
n101101,2026-04-01,Bengaluru,C39155,Visa,Travel,Male,12725.8,UPI,HPCL,Utilities,Approved
n101102,2026-06-30,Pune,C15027,Amex,Fuel,Female,4840.93,NetBanking,Amazon,Utilities,Approved
n101103,2026-03-04,Chennai,C86853,Amex,Groceries,Male,6705.62,Credit,HPCL,Retail,Declined
n101104,2026-03-14,Chennai,C36027,Visa,Shopping,Male,179.62,Credit,HPCL,Fuel,Approved
n101105,2026-02-15,Hyderabad,C64808,RuPay,Shopping,Female,15812.56,Credit,Zomato,Food,Approved
n101106,2026-03-18,Mumbai,C48288,Amex,Dining,Female,14986.27,NetBanking,HPCL,Travel,Approved
n101107,2026-02-26,Bengaluru,C47653,Amex,Dining,Female,6260.17,UPI,DMart,Retail,Declined
n101108,2026-03-23,Bengaluru,C55557,Amex,Utilities,Male,19364.68,UPI,HPCL,Fuel,Declined
n101109,2026-06-25,Mumbai,C13796,RuPay,Travel,Male,22256.28,UPI,Amazon,Fuel,Declined
n101110,2026-03-08,Pune,C63900,Amex,Dining,Female,10027.12,Credit,Swiggy,Food,Approved
n101111,2026-03-28,Hyderabad,C50437,Amex,Dining,Male,14355.39,Credit,IRCTC,Utilities,Approved
n101112,2026-06-07,Pune,C26936,Visa,Utilities,Male,20080.08,Credit,Zomato,Travel,Approved
n101113,2026-06-17,Hyderabad,C77980,MasterCard,Travel,Male,24631.91,NetBanking,IOCL,Utilities,Approved
n101114,2026-03-16,Chennai,C59005,RuPay,Dining,Male,13868.48,Credit,Amazon,E-commerce,Approved
n101115,2026-05-15,Bengaluru,C75732,Amex,Dining,Male,4007.94,UPI,Amazon,Retail,Approved
n101116,2026-01-09,Delhi,C26206,Amex,Utilities,Female,3366.71,NetBanking,Swiggy,E-commerce,Approved
n101117,2026-01-19,Kolkata,C12641,Visa,Utilities,Male,2479.36,NetBanking,IOCL,Retail,Declined
n101118,2026-03-24,Kolkata,C77155,Visa,Travel,Female,11526.75,Credit,Swiggy,Utilities,Declined
n101119,2026-04-07,Delhi,C66299,Visa,Groceries,Female,14068.81,UPI,Swiggy,Utilities,Approved
n101120,2026-04-08,Hyderabad,C75147,Amex,Travel,Male,11361.53,NetBanking,Amazon,Food,Approved
n101121,2026-04-25,Pune,C72495,Visa,Utilities,Female,8377.64,NetBanking,DMart,E-commerce,Approved
n101122,2026-02-23,Vizag,C87779,MasterCard,Fuel,Male,10139.56,UPI,IRCTC,E-commerce,Declined
n101123,2026-03-06,Kolkata,C50823,RuPay,Groceries,Male,8103.93,NetBanking,IOCL,E-commerce,Declined
n101124,2026-06-26,Mumbai,C83716,Amex,Shopping,Female,7894.1,NetBanking,IRCTC,Travel,Declined
n101125,2026-05-04,Bengaluru,C23768,Amex,Utilities,Male,9454.58,Credit,Reliance,Fuel,Approved
n101126,2026-02-12,Mumbai,C67357,Visa,Fuel,Female,12430.09,NetBanking,HPCL,Retail,Declined
n101127,2026-04-13,Hyderabad,C48895,Visa,Dining,Female,18026.58,NetBanking,Swiggy,Fuel,Declined
n101128,2026-06-07,Pune,C83899,MasterCard,Groceries,Female,13128.96,Credit,Zomato,Fuel,Declined
n101129,2026-05-01,Vizag,C37606,RuPay,Utilities,Male,4189.53,NetBanking,HPCL,E-commerce,Declined
n101130,2026-04-17,Chennai,C29706,Amex,Fuel,Male,7864.83,Credit,IRCTC,Utilities,Approved
n101131,2026-05-18,Vizag,C53389,Visa,Fuel,Female,14901.92,Credit,Zomato,Utilities,Approved
n101132,2026-03-30,Hyderabad,C35249,RuPay,Travel,Female,14653.26,UPI,Zomato,Fuel,Declined
n101133,2026-03-07,Mumbai,C20154,MasterCard,Fuel,Male,7071.64,UPI,DMart,Retail,Declined
n101134,2026-03-26,Delhi,C90725,Amex,Groceries,Male,166.5,Credit,IRCTC,E-commerce,Approved
n101135,2026-02-06,Chennai,C72320,Visa,Travel,Male,22409.24,Credit,Reliance,Fuel,Declined
n101136,2026-04-19,Vizag,C52872,RuPay,Shopping,Male,6095.25,UPI,IOCL,Food,Declined
n101137,2026-04-01,Delhi,C78417,RuPay,Shopping,Male,22093.81,Credit,Reliance,Utilities,Declined
n101138,2026-02-06,Kolkata,C83464,Amex,Dining,Female,17165.65,NetBanking,IOCL,Utilities,Declined
n101139,2026-02-15,Hyderabad,C57931,Amex,Utilities,Female,18239.44,Credit,IRCTC,Food,Declined
n101140,2026-02-15,Hyderabad,C35668,Amex,Travel,Male,239.8,UPI,Zomato,E-commerce,Declined
n101141,2026-03-06,Hyderabad,C89531,RuPay,Fuel,Female,16077.68,UPI,Amazon,Utilities,Declined
n101142,2026-03-12,Hyderabad,C84996,Visa,Utilities,Female,24931.07,NetBanking,HPCL,Food,Approved
n101143,2026-05-02,Bengaluru,C15006,RuPay,Fuel,Male,17670.43,Credit,Reliance,E-commerce,Declined
n101144,2026-01-31,Hyderabad,C68114,Visa,Travel,Male,21461.47,UPI,IRCTC,Utilities,Approved
n101145,2026-03-27,Pune,C32179,RuPay,Shopping,Male,23519.57,UPI,IOCL,Utilities,Approved
n101146,2026-01-17,Mumbai,C75735,MasterCard,Utilities,Female,2190.82,UPI,Amazon,Travel,Approved
n101147,2026-06-26,Kolkata,C32671,Visa,Travel,Female,14057.93,Credit,Zomato,Food,Approved
n101148,2026-05-25,Vizag,C21555,Visa,Fuel,Male,18265.8,Credit,Zomato,Fuel,Approved
n101149,2026-02-13,Hyderabad,C38511,RuPay,Dining,Male,21942.24,Credit,Swiggy,Utilities,Approved
n101150,2026-02-03,Delhi,C16990,Amex,Utilities,Female,4532.3,Credit,Zomato,Food,Approved
n101151,2026-02-18,Delhi,C36112,MasterCard,Travel,Female,17469.2,UPI,DMart,Food,Declined
n101152,2026-05-29,Pune,C55725,Amex,Utilities,Male,1014.6,NetBanking,IOCL,Retail,Approved
n101153,2026-06-29,Kolkata,C55471,RuPay,Groceries,Female,17521.38,NetBanking,Swiggy,E-commerce,Approved
n101154,2026-03-08,Mumbai,C71300,RuPay,Fuel,Male,12974.04,NetBanking,Reliance,Food,Approved
n101155,2026-04-30,Pune,C58795,Amex,Utilities,Male,8127.06,Credit,Zomato,E-commerce,Approved
n101156,2026-04-18,Vizag,C53871,RuPay,Utilities,Male,4759.08,UPI,Swiggy,Retail,Declined
n101157,2026-05-20,Chennai,C12850,Amex,Shopping,Female,14880.01,NetBanking,IOCL,Utilities,Declined
n101158,2026-05-02,Mumbai,C43105,RuPay,Shopping,Female,12115.68,UPI,Swiggy,E-commerce,Approved
n101159,2026-05-10,Bengaluru,C65179,Amex,Travel,Female,14867.59,Credit,Reliance,Travel,Approved
n101160,2026-05-26,Chennai,C27025,RuPay,Fuel,Male,7800.91,Credit,Zomato,Food,Declined
n101161,2026-02-12,Vizag,C10110,MasterCard,Groceries,Male,7601.93,Credit,Reliance,Retail,Approved
n101162,2026-04-22,Bengaluru,C42077,MasterCard,Utilities,Female,223.13,Credit,Zomato,E-commerce,Declined
n101163,2026-05-21,Kolkata,C37851,Amex,Utilities,Female,20800.54,NetBanking,IRCTC,E-commerce,Declined
n101164,2026-02-02,Pune,C27501,Amex,Travel,Female,20512.8,NetBanking,IOCL,Fuel,Declined
n101165,2026-05-17,Bengaluru,C55464,Amex,Utilities,Male,5620.18,NetBanking,Reliance,Retail,Declined
n101166,2026-04-03,Pune,C75726,Visa,Shopping,Female,22873.19,NetBanking,IRCTC,Retail,Declined
n101167,2026-02-18,Hyderabad,C37686,RuPay,Dining,Male,8555.71,NetBanking,Reliance,Food,Approved
n101168,2026-03-14,Delhi,C60700,Amex,Fuel,Female,23966.97,UPI,Reliance,Retail,Declined
n101169,2026-06-24,Bengaluru,C70938,Visa,Travel,Male,16431.13,UPI,Amazon,Retail,Declined
n101170,2026-02-02,Kolkata,C99954,Amex,Fuel,Female,16380.05,NetBanking,IOCL,Food,Approved
n101171,2026-03-19,Kolkata,C43901,Visa,Shopping,Female,12601.33,UPI,Zomato,Fuel,Declined
n101172,2026-01-29,Chennai,C65583,Amex,Utilities,Male,3844.64,UPI,Swiggy,Retail,Declined
n101173,2026-04-22,Hyderabad,C70917,RuPay,Fuel,Male,21710.63,UPI,Zomato,E-commerce,Declined
n101174,2026-03-06,Kolkata,C54231,RuPay,Fuel,Female,4550.33,UPI,IOCL,E-commerce,Declined
n101175,2026-03-25,Delhi,C93359,Visa,Shopping,Male,8995.39,Credit,IOCL,Retail,Approved
n101176,2026-01-22,Bengaluru,C26522,MasterCard,Utilities,Female,10834.4,UPI,Zomato,Food,Approved
n101177,2026-05-15,Vizag,C15326,Visa,Travel,Female,1053.36,NetBanking,DMart,Food,Approved
n101178,2026-03-28,Delhi,C65381,Amex,Fuel,Male,23763.94,UPI,DMart,Food,Approved
n101179,2026-02-19,Delhi,C49741,MasterCard,Utilities,Male,9418.49,UPI,IRCTC,Food,Declined
n101180,2026-06-26,Chennai,C46287,Visa,Shopping,Female,22752.69,NetBanking,Swiggy,Travel,Approved
n101181,2026-04-15,Mumbai,C12453,Amex,Utilities,Male,6941.74,UPI,Zomato,E-commerce,Approved
n101182,2026-02-27,Hyderabad,C52547,MasterCard,Fuel,Female,18231.28,NetBanking,HPCL,Fuel,Declined
n101183,2026-06-12,Pune,C80969,Amex,Dining,Male,8639.47,UPI,Zomato,Food,Approved
n101184,2026-04-29,Vizag,C37608,MasterCard,Utilities,Female,6466.75,Credit,DMart,Utilities,Declined
n101185,2026-05-24,Pune,C20891,MasterCard,Utilities,Female,7670.41,UPI,HPCL,Utilities,Declined
n101186,2026-01-08,Chennai,C91902,MasterCard,Shopping,Female,14165.82,UPI,Amazon,Travel,Declined
n101187,2026-03-02,Kolkata,C80463,MasterCard,Dining,Male,2514.8,Credit,IRCTC,E-commerce,Declined
n101188,2026-02-15,Chennai,C62575,Amex,Travel,Male,10512.68,NetBanking,Swiggy,Travel,Declined
n101189,2026-06-11,Bengaluru,C97062,RuPay,Shopping,Female,5704.97,UPI,HPCL,Food,Declined
n101190,2026-04-26,Chennai,C33281,Amex,Travel,Male,13363.38,UPI,HPCL,Utilities,Approved
n101191,2026-06-24,Bengaluru,C60246,Amex,Dining,Female,4802.99,Credit,IRCTC,Retail,Approved
n101192,2026-06-03,Kolkata,C12992,RuPay,Shopping,Male,4244.83,NetBanking,HPCL,Utilities,Approved
n101193,2026-04-05,Hyderabad,C88819,Amex,Shopping,Male,21272.69,Credit,HPCL,Travel,Approved
n101194,2026-02-14,Vizag,C36186,RuPay,Groceries,Female,1713.84,Credit,IRCTC,Fuel,Declined
n101195,2026-04-28,Mumbai,C99610,Amex,Groceries,Male,24322.85,NetBanking,DMart,Fuel,Declined
n101196,2026-02-10,Mumbai,C70583,Visa,Fuel,Male,17082.39,UPI,HPCL,Food,Approved
n101197,2026-04-17,Delhi,C80430,Visa,Utilities,Male,11019.18,NetBanking,Amazon,Travel,Declined
n101198,2026-01-11,Pune,C62354,Amex,Dining,Male,2680.21,UPI,DMart,Utilities,Approved
n101199,2026-04-04,Kolkata,C96053,RuPay,Groceries,Male,19909.27,Credit,Swiggy,E-commerce,Declined
n101200,2026-06-14,Bengaluru,C70062,Amex,Groceries,Female,8626.83,NetBanking,HPCL,Travel,Declined
n101201,2026-06-29,Delhi,C84479,RuPay,Shopping,Male,19056.94,Credit,Swiggy,E-commerce,Approved
n101202,2026-04-05,Pune,C48170,RuPay,Utilities,Male,14234.23,UPI,HPCL,Utilities,Declined
n101203,2026-06-22,Delhi,C30242,MasterCard,Groceries,Female,21492.78,UPI,IRCTC,E-commerce,Approved
n101204,2026-05-30,Delhi,C29446,Visa,Travel,Female,18056.37,NetBanking,IOCL,Food,Approved
n101205,2026-03-30,Chennai,C86957,RuPay,Shopping,Female,9511.67,UPI,Reliance,Fuel,Declined
n101206,2026-02-14,Vizag,C59790,Visa,Utilities,Male,8624.94,UPI,IRCTC,Retail,Approved
n101207,2026-03-13,Bengaluru,C95196,MasterCard,Travel,Female,11537.11,NetBanking,Amazon,Utilities,Approved
n101208,2026-02-21,Pune,C97063,Visa,Dining,Male,23805.5,NetBanking,DMart,Travel,Approved
n101209,2026-01-15,Vizag,C84278,MasterCard,Groceries,Female,19952.02,Credit,IRCTC,Retail,Declined
n101210,2026-02-15,Hyderabad,C89840,RuPay,Shopping,Female,2374.84,Credit,DMart,Retail,Declined
n101211,2026-01-16,Mumbai,C39830,MasterCard,Shopping,Female,11660.36,NetBanking,Amazon,Travel,Approved
n101212,2026-02-20,Vizag,C25257,Amex,Fuel,Female,5015.17,NetBanking,IRCTC,Fuel,Declined
n101213,2026-03-18,Hyderabad,C86246,Amex,Fuel,Female,19457.16,Credit,HPCL,E-commerce,Declined
n101214,2026-04-15,Delhi,C74566,MasterCard,Travel,Female,12903.59,NetBanking,Swiggy,Travel,Approved
n101215,2026-03-29,Delhi,C98846,RuPay,Utilities,Female,2875.6,Credit,HPCL,E-commerce,Declined
n101216,2026-05-11,Vizag,C74983,MasterCard,Groceries,Male,19034.9,NetBanking,Swiggy,E-commerce,Declined
n101217,2026-03-29,Chennai,C35374,Visa,Groceries,Male,7749.29,UPI,Zomato,Fuel,Declined
n101218,2026-01-27,Delhi,C89891,MasterCard,Shopping,Male,8161.76,Credit,IOCL,Retail,Approved
n101219,2026-06-06,Chennai,C52687,Amex,Utilities,Female,19515.9,UPI,IRCTC,Travel,Declined
n101220,2026-03-19,Pune,C29003,RuPay,Travel,Female,20747.86,UPI,HPCL,Travel,Declined
n101221,2026-05-25,Kolkata,C64673,Visa,Dining,Male,24220.13,UPI,Reliance,Food,Declined
n101222,2026-01-05,Mumbai,C37342,RuPay,Travel,Female,689.61,UPI,IOCL,Travel,Approved
n101223,2026-02-25,Vizag,C45908,Visa,Fuel,Male,4094.41,NetBanking,HPCL,Utilities,Declined
n101224,2026-01-12,Kolkata,C73837,MasterCard,Travel,Female,1576.99,Credit,Zomato,Travel,Declined
n101225,2026-04-23,Delhi,C24553,Amex,Groceries,Male,8181.18,NetBanking,IOCL,Retail,Approved
n101226,2026-05-31,Delhi,C85246,MasterCard,Shopping,Male,11012.7,UPI,Swiggy,Fuel,Declined
n101227,2026-06-26,Hyderabad,C28411,Visa,Utilities,Female,23934.28,UPI,HPCL,Utilities,Approved
n101228,2026-02-17,Pune,C71384,MasterCard,Dining,Female,8392.0,NetBanking,Swiggy,Travel,Approved
n101229,2026-02-05,Bengaluru,C94179,Amex,Dining,Female,20171.01,Credit,Amazon,Fuel,Declined
n101230,2026-01-05,Kolkata,C14205,RuPay,Shopping,Female,7137.9,UPI,DMart,Utilities,Approved
n101231,2026-05-25,Bengaluru,C83176,Visa,Shopping,Male,19984.92,Credit,HPCL,Fuel,Approved
n101232,2026-01-19,Kolkata,C46289,Amex,Dining,Male,16296.05,Credit,Reliance,Utilities,Declined
n101233,2026-04-27,Kolkata,C12815,Amex,Shopping,Female,258.21,UPI,Amazon,E-commerce,Approved
n101234,2026-03-24,Kolkata,C29725,RuPay,Groceries,Female,13355.87,NetBanking,IRCTC,Fuel,Declined
n101235,2026-05-28,Chennai,C34752,MasterCard,Groceries,Female,4621.51,Credit,Amazon,Retail,Declined
n101236,2026-01-18,Pune,C51331,MasterCard,Utilities,Male,5122.37,Credit,IOCL,Travel,Approved
n101237,2026-02-25,Pune,C13577,MasterCard,Dining,Male,20870.52,UPI,Amazon,Food,Approved
n101238,2026-04-08,Hyderabad,C68564,Amex,Dining,Male,5220.24,UPI,DMart,E-commerce,Approved
n101239,2026-05-10,Bengaluru,C31349,MasterCard,Fuel,Female,18541.99,UPI,Zomato,Food,Approved
n101240,2026-02-23,Bengaluru,C76441,RuPay,Dining,Female,12767.51,UPI,Amazon,E-commerce,Declined
n101241,2026-04-18,Kolkata,C23115,RuPay,Travel,Female,20929.71,UPI,Swiggy,Retail,Approved
