transaction_id,transaction_date,branch_id,terminal_id,customer_id,card_type,merchant_category,city,amount,currency,status,network,auth_code,batch_id,employee_id
TXN201750,2026-07-21 14:57:00,BR108,POS1173,C472498,Mastercard,Grocery,Chennai,60427.4,INR,Approved,MC,624781,B03,E1365
TXN201751,2026-07-24 04:33:00,BR127,POS1174,C965235,RuPay,Travel,Chennai,49922.01,INR,Approved,MC,624580,B22,E1089
TXN201752,2026-07-18 12:26:00,BR132,POS1088,C815303,Mastercard,Travel,Hyderabad,68424.34,INR,Approved,NPCI,639516,B12,E1063
TXN201753,2026-07-10 23:48:00,BR120,POS1049,C380524,Visa,Utilities,Delhi,53554.23,INR,Approved,MC,879031,B19,E1062
TXN201754,2026-07-02 20:40:00,BR118,POS1119,C785839,RuPay,Dining,Mumbai,33141.07,INR,Approved,MC,661258,B12,E1217
TXN201755,2026-07-21 20:09:00,BR125,POS1105,C662079,Visa,ATM,Visakhapatnam,16860.73,INR,Approved,VISA,345418,B10,E1207
TXN201756,2026-07-22 00:50:00,BR121,POS1044,C726944,RuPay,Dining,Bengaluru,8794.04,INR,Approved,NPCI,525210,B14,E1268
TXN201757,2026-07-17 07:09:00,BR126,POS1177,C886993,RuPay,Fashion,Visakhapatnam,17356.58,INR,Approved,NPCI,346360,B08,E1311
TXN201758,2026-07-25 14:51:00,BR134,POS1020,C207951,RuPay,Dining,Bengaluru,7748.43,INR,Approved,MC,186858,B21,E1312
TXN201759,2026-07-02 02:36:00,BR128,POS1120,C980684,Visa,Fuel,Visakhapatnam,50151.19,INR,Approved,VISA,773524,B11,E1054
TXN201760,2026-07-02 08:33:00,BR114,POS1183,C377387,RuPay,ATM,Delhi,43117.62,INR,Approved,MC,355524,B01,E1065
TXN201761,2026-07-19 10:17:00,BR104,POS1189,C234948,Visa,Dining,Pune,40294.65,INR,Approved,NPCI,178458,B17,E1161
TXN201762,2026-07-15 02:25:00,BR111,POS1013,C791400,Mastercard,Dining,Visakhapatnam,59297.17,INR,Approved,MC,578139,B25,E1152
TXN201763,2026-07-16 17:36:00,BR137,POS1129,C127021,Visa,Travel,Visakhapatnam,12102.62,INR,Approved,NPCI,175131,B27,E1225
TXN201764,2026-07-20 08:17:00,BR133,POS1046,C648318,RuPay,Fashion,Kolkata,61131.01,INR,Approved,VISA,789645,B02,E1162
TXN201765,2026-07-23 22:53:00,BR112,POS1143,C193612,RuPay,Grocery,Kolkata,45578.12,INR,Approved,MC,750989,B15,E1093
TXN201766,2026-07-08 00:08:00,BR150,POS1086,C756094,RuPay,Grocery,Visakhapatnam,31773.36,INR,Approved,NPCI,182707,B03,E1367
TXN201767,2026-07-01 09:27:00,BR140,POS1097,C859116,Mastercard,Grocery,Chennai,14987.55,INR,Approved,MC,412161,B07,E1302
TXN201768,2026-07-27 16:31:00,BR147,POS1005,C584703,RuPay,Electronics,Delhi,511.16,INR,Approved,NPCI,549200,B17,E1141
TXN201769,2026-07-16 13:06:00,BR116,POS1056,C948658,RuPay,Grocery,Visakhapatnam,2185.49,INR,Approved,NPCI,268404,B23,E1164
TXN201770,2026-07-17 10:39:00,BR137,POS1028,C582680,Mastercard,Travel,Pune,11174.03,INR,Approved,MC,614959,B31,E1268
TXN201771,2026-07-10 08:06:00,BR111,POS1098,C172443,Visa,Pharmacy,Visakhapatnam,60276.45,INR,Approved,MC,838607,B07,E1254
TXN201772,2026-07-21 15:32:00,BR143,POS1118,C829934,Mastercard,Utilities,Chennai,37685.96,INR,Approved,MC,748897,B24,E1231
TXN201773,2026-07-30 09:06:00,BR127,POS1105,C505218,Mastercard,Electronics,Pune,68287.57,INR,Approved,VISA,546439,B01,E1352
TXN201774,2026-07-09 19:53:00,BR129,POS1174,C475483,Visa,Fashion,Hyderabad,35281.84,INR,Reversed,NPCI,873954,B23,E1100
TXN201775,2026-07-21 21:32:00,BR103,POS1142,C985042,Visa,ATM,Chennai,69916.86,INR,Approved,VISA,810713,B03,E1018
TXN201776,2026-07-27 10:52:00,BR105,POS1030,C172927,RuPay,Utilities,Pune,36945.84,INR,Approved,VISA,191065,B20,E1261
TXN201777,2026-07-21 11:35:00,BR113,POS1184,C387382,RuPay,ATM,Pune,47110.34,INR,Reversed,VISA,908696,B08,E1188
TXN201778,2026-07-18 03:14:00,BR121,POS1018,C556058,Visa,Electronics,Visakhapatnam,55381.58,INR,Approved,VISA,106999,B28,E1300
TXN201779,2026-07-08 01:31:00,BR127,POS1119,C183384,Mastercard,Fashion,Delhi,27624.48,INR,Approved,NPCI,484038,B06,E1213
TXN201780,2026-07-20 04:12:00,BR135,POS1025,C729358,Mastercard,Pharmacy,Bengaluru,24455.62,INR,Approved,NPCI,722313,B19,E1012
TXN201781,2026-07-12 22:23:00,BR135,POS1135,C499022,RuPay,Fashion,Delhi,4048.14,INR,Approved,VISA,685528,B06,E1191
TXN201782,2026-07-19 17:58:00,BR117,POS1167,C346131,Mastercard,Travel,Chennai,70014.36,INR,Approved,NPCI,978076,B03,E1079
TXN201783,2026-07-01 08:19:00,BR135,POS1098,C184349,RuPay,Electronics,Chennai,66881.18,INR,Approved,MC,163156,B07,E1119
TXN201784,2026-07-29 22:34:00,BR143,POS1020,C421701,RuPay,Dining,Bengaluru,15505.42,INR,Approved,VISA,241180,B01,E1077
TXN201785,2026-07-03 14:23:00,BR122,POS1060,C746657,RuPay,Pharmacy,Kolkata,26247.09,INR,Approved,MC,654919,B11,E1286
TXN201786,2026-07-03 05:46:00,BR128,POS1155,C550349,Visa,Dining,Delhi,57466.76,INR,Approved,MC,719241,B25,E1161
TXN201787,2026-07-18 03:41:00,BR147,POS1001,C843859,RuPay,Travel,Chennai,51777.59,INR,Approved,NPCI,906414,B01,E1253
TXN201788,2026-07-20 08:16:00,BR146,POS1154,C155252,Mastercard,Dining,Bengaluru,69257.46,INR,Approved,VISA,972557,B03,E1234
TXN201789,2026-07-04 11:20:00,BR149,POS1167,C920766,RuPay,Travel,Visakhapatnam,73888.51,INR,Approved,NPCI,394852,B24,E1202
TXN201790,2026-07-10 03:03:00,BR142,POS1144,C496463,Visa,Pharmacy,Hyderabad,22154.82,INR,Approved,NPCI,900186,B07,E1235
TXN201791,2026-07-02 23:48:00,BR123,POS1021,C607640,Mastercard,Travel,Delhi,6609.66,INR,Declined,VISA,454865,B29,E1383
TXN201792,2026-07-28 17:13:00,BR115,POS1188,C933863,RuPay,Fuel,Delhi,13461.44,INR,Approved,MC,831970,B04,E1094
TXN201793,2026-07-20 06:59:00,BR110,POS1008,C504249,Mastercard,Fuel,Bengaluru,32095.69,INR,Approved,VISA,755960,B12,E1386
TXN201794,2026-07-07 22:39:00,BR135,POS1146,C265458,RuPay,Electronics,Kolkata,54399.7,INR,Approved,NPCI,922476,B11,E1338
TXN201795,2026-07-21 05:15:00,BR102,POS1123,C879754,Visa,Grocery,Hyderabad,35268.61,INR,Approved,VISA,211723,B04,E1305
TXN201796,2026-07-09 10:49:00,BR148,POS1159,C956529,Visa,Pharmacy,Hyderabad,36373.43,INR,Approved,VISA,841151,B30,E1176
TXN201797,2026-07-02 15:33:00,BR103,POS1120,C780836,Mastercard,Electronics,Pune,53168.47,INR,Reversed,VISA,896238,B18,E1041
TXN201798,2026-07-12 22:49:00,BR117,POS1199,C862342,RuPay,Fashion,Chennai,69583.77,INR,Approved,MC,735366,B09,E1321
TXN201799,2026-07-10 18:30:00,BR133,POS1058,C821365,RuPay,Travel,Visakhapatnam,25320.59,INR,Approved,VISA,856192,B26,E1014
TXN201800,2026-07-11 21:40:00,BR146,POS1013,C739981,RuPay,Pharmacy,Hyderabad,62396.11,INR,Approved,VISA,833781,B31,E1215
TXN201801,2026-07-16 01:17:00,BR133,POS1189,C407942,RuPay,Grocery,Hyderabad,38801.37,INR,Reversed,VISA,173995,B03,E1271
TXN201802,2026-07-22 07:29:00,BR120,POS1071,C702665,Mastercard,ATM,Hyderabad,30828.23,INR,Approved,NPCI,561800,B04,E1272
TXN201803,2026-07-19 01:43:00,BR108,POS1158,C975941,Visa,Pharmacy,Bengaluru,43393.19,INR,Approved,MC,218377,B07,E1342
TXN201804,2026-07-24 11:10:00,BR148,POS1136,C552474,RuPay,Travel,Chennai,9571.25,INR,Approved,MC,901372,B29,E1016
TXN201805,2026-07-02 23:24:00,BR150,POS1008,C847478,Visa,Pharmacy,Visakhapatnam,48276.4,INR,Approved,MC,598831,B11,E1188
TXN201806,2026-07-21 10:50:00,BR107,POS1143,C860735,RuPay,Pharmacy,Bengaluru,35537.7,INR,Approved,NPCI,477615,B03,E1336
TXN201807,2026-07-06 06:43:00,BR118,POS1089,C324517,Visa,Grocery,Kolkata,66934.68,INR,Reversed,VISA,302500,B25,E1296
TXN201808,2026-07-30 00:53:00,BR121,POS1183,C637932,Mastercard,Fashion,Chennai,45394.06,INR,Approved,VISA,967677,B14,E1321
TXN201809,2026-07-07 01:07:00,BR148,POS1082,C465949,RuPay,Travel,Delhi,63982.41,INR,Approved,VISA,490562,B06,E1056
TXN201810,2026-07-25 11:31:00,BR127,POS1002,C125006,Visa,Pharmacy,Hyderabad,13463.43,INR,Approved,MC,147484,B02,E1364
TXN201811,2026-07-16 00:00:00,BR109,POS1021,C445047,Visa,Utilities,Hyderabad,49248.23,INR,Approved,NPCI,697454,B15,E1143
TXN201812,2026-07-15 18:10:00,BR136,POS1053,C963230,RuPay,Dining,Pune,65621.88,INR,Approved,NPCI,643478,B03,E1237
TXN201813,2026-07-10 00:01:00,BR123,POS1162,C749652,Mastercard,Pharmacy,Delhi,36205.18,INR,Approved,VISA,858011,B16,E1353
TXN201814,2026-07-05 06:14:00,BR131,POS1010,C485391,RuPay,Electronics,Pune,37101.33,INR,Reversed,NPCI,239275,B06,E1060
TXN201815,2026-07-27 16:29:00,BR148,POS1137,C459836,RuPay,Dining,Mumbai,21760.37,INR,Approved,NPCI,449664,B22,E1253
TXN201816,2026-07-12 03:21:00,BR148,POS1002,C648747,RuPay,Grocery,Mumbai,36058.62,INR,Approved,VISA,416409,B26,E1307
TXN201817,2026-07-07 05:48:00,BR135,POS1061,C731839,Mastercard,Fuel,Hyderabad,20326.23,INR,Approved,MC,206366,B09,E1118
TXN201818,2026-07-11 02:39:00,BR128,POS1019,C582193,RuPay,Travel,Chennai,44605.28,INR,Approved,VISA,988962,B28,E1206
TXN201819,2026-07-11 00:36:00,BR106,POS1191,C411387,Visa,Fuel,Mumbai,10548.78,INR,Approved,VISA,316878,B23,E1071
TXN201820,2026-07-31 23:49:00,BR101,POS1083,C462996,RuPay,Electronics,Chennai,44854.75,INR,Approved,VISA,533552,B21,E1221
TXN201821,2026-07-26 17:27:00,BR109,POS1125,C569337,Mastercard,Travel,Chennai,21767.02,INR,Approved,MC,894502,B26,E1339
TXN201822,2026-07-08 09:06:00,BR134,POS1100,C601983,Mastercard,Fashion,Bengaluru,7171.59,INR,Reversed,NPCI,125133,B05,E1244
TXN201823,2026-07-29 20:02:00,BR126,POS1164,C509756,RuPay,Dining,Chennai,40832.69,INR,Approved,MC,859564,B02,E1074
TXN201824,2026-07-15 15:18:00,BR117,POS1197,C814925,Visa,Fuel,Bengaluru,31630.32,INR,Approved,VISA,269776,B28,E1378
TXN201825,2026-07-18 00:56:00,BR145,POS1084,C429401,Visa,Electronics,Chennai,20492.94,INR,Approved,MC,134449,B22,E1019
TXN201826,2026-07-05 02:43:00,BR106,POS1191,C619353,Mastercard,Electronics,Kolkata,41710.05,INR,Approved,MC,160629,B03,E1035
TXN201827,2026-07-22 01:13:00,BR145,POS1198,C953318,Visa,Electronics,Bengaluru,11590.55,INR,Declined,MC,458631,B26,E1081
TXN201828,2026-07-18 21:39:00,BR133,POS1171,C654981,RuPay,Grocery,Delhi,57277.84,INR,Declined,NPCI,700582,B31,E1090
TXN201829,2026-07-27 05:22:00,BR149,POS1077,C629254,Visa,Travel,Mumbai,17212.18,INR,Approved,VISA,234994,B02,E1000
TXN201830,2026-07-10 09:01:00,BR111,POS1146,C266968,RuPay,Fashion,Pune,8019.59,INR,Approved,VISA,240463,B02,E1105
TXN201831,2026-07-07 07:03:00,BR120,POS1113,C131188,RuPay,Grocery,Hyderabad,14805.36,INR,Approved,MC,909081,B06,E1342
TXN201832,2026-07-26 18:57:00,BR101,POS1036,C947988,Visa,Fashion,Mumbai,57635.99,INR,Approved,MC,881769,B13,E1150
TXN201833,2026-07-07 20:06:00,BR132,POS1190,C449759,Visa,Pharmacy,Delhi,23759.76,INR,Approved,NPCI,708975,B30,E1124
TXN201834,2026-07-23 09:26:00,BR145,POS1158,C476288,RuPay,Utilities,Visakhapatnam,2691.85,INR,Approved,NPCI,770892,B30,E1158
TXN201835,2026-07-23 04:52:00,BR135,POS1095,C429656,RuPay,Electronics,Chennai,12011.69,INR,Declined,VISA,277800,B30,E1330
TXN201836,2026-07-15 04:39:00,BR138,POS1186,C825875,RuPay,Grocery,Delhi,26105.58,INR,Approved,NPCI,233886,B16,E1393
TXN201837,2026-07-22 17:21:00,BR147,POS1087,C125104,Mastercard,Grocery,Mumbai,44905.54,INR,Reversed,NPCI,448638,B11,E1050
TXN201838,2026-07-09 23:50:00,BR135,POS1114,C304794,Mastercard,ATM,Kolkata,74018.52,INR,Reversed,MC,644600,B08,E1149
TXN201839,2026-07-25 18:11:00,BR147,POS1165,C985217,Visa,Grocery,Mumbai,64769.39,INR,Approved,MC,632479,B11,E1277
TXN201840,2026-07-07 21:57:00,BR124,POS1161,C634273,Mastercard,Electronics,Mumbai,"36,100.03",INR,Reversed,VISA,232040,B22,E1079
TXN201841,2026-07-13 00:24:00,BR104,POS1138,C852977,Visa,Travel,Pune,65375.33,INR,Approved,VISA,631877,B31,E1198
TXN201842,2026-07-18 09:58:00,BR144,POS1009,C510524,Mastercard,Grocery,Bengaluru,69962.4,INR,Approved,NPCI,962564,B06,E1075
TXN201843,2026-07-27 10:06:00,BR104,POS1049,C963583,RuPay,Fuel,Bengaluru,9344.81,INR,Approved,NPCI,666468,B19,E1148
TXN201844,2026-07-11 01:49:00,BR116,POS1171,C727424,Mastercard,Travel,Chennai,38122.88,INR,Approved,VISA,748734,B25,E1341
TXN201845,2026-07-19 16:11:00,BR111,POS1177,C436334,Mastercard,Pharmacy,Visakhapatnam,23688.46,INR,Approved,NPCI,584234,B21,E1194
TXN201846,2026-07-25 23:43:00,BR112,POS1043,C391043,RuPay,Travel,Bengaluru,67841.84,INR,Approved,NPCI,210238,B24,E1159
TXN201847,2026-07-02 00:46:00,BR103,POS1031,C653707,Visa,ATM,Kolkata,71777.25,INR,Approved,MC,700179,B31,E1241
TXN201848,2026-07-31 14:29:00,BR150,POS1041,C200331,Visa,Fashion,Mumbai,69139.04,INR,Approved,MC,274150,B18,E1394
TXN201849,2026-07-20 22:29:00,BR103,POS1141,C282014,Mastercard,Utilities,Kolkata,15677.12,INR,Approved,MC,917848,B15,E1329
TXN201850,2026-07-10 19:42:00,BR111,POS1011,C837408,RuPay,Dining,Visakhapatnam,64265.77,INR,Approved,MC,273877,B11,E1288
TXN201851,2026-07-11 00:49:00,BR104,POS1154,C150530,RuPay,Fuel,Mumbai,23125.38,INR,Approved,MC,570857,B26,E1229
TXN201852,2026-07-15 15:29:00,BR112,POS1100,C609331,RuPay,Dining,Kolkata,21327.19,INR,Reversed,MC,632626,B18,E1342
TXN201853,2026-07-18 06:13:00,BR126,POS1154,C225981,RuPay,Grocery,Kolkata,33817.22,INR,Approved,NPCI,677908,B21,E1116
TXN201854,2026-07-04 10:25:00,BR116,POS1161,C142090,Mastercard,Utilities,Chennai,25873.99,INR,Approved,MC,842144,B06,E1204
TXN201855,2026-07-28 04:35:00,BR107,POS1103,C606228,RuPay,Travel,Delhi,74869.55,INR,Approved,NPCI,494951,B20,E1104
TXN201856,2026-07-31 04:22:00,BR147,POS1081,C201653,RuPay,Grocery,Bengaluru,29447.82,INR,Approved,NPCI,220739,B30,E1229
TXN201857,2026-07-24 06:19:00,BR116,POS1036,C419708,Mastercard,Dining,Bengaluru,10217.67,INR,Approved,VISA,641709,B15,E1031
TXN201858,2026-07-12 11:37:00,BR102,POS1055,C449489,Visa,Pharmacy,Kolkata,8762.9,INR,Reversed,MC,281979,B21,E1214
TXN201859,2026-07-22 04:08:00,BR132,POS1136,C981031,Visa,Utilities,Chennai,55626.6,INR,Approved,MC,317613,B31,E1081
TXN201860,2026-07-07 02:42:00,BR143,POS1048,C250008,RuPay,Fashion,Visakhapatnam,73828.73,INR,Approved,MC,308660,B28,E1226
TXN201861,2026-07-30 15:02:00,BR146,POS1114,C782186,Visa,Pharmacy,Pune,52984.77,INR,Reversed,VISA,467204,B24,E1050
TXN201862,2026-07-25 16:58:00,BR133,POS1065,C356619,Visa,Electronics,Hyderabad,4257.42,INR,Approved,MC,628083,B29,E1370
TXN201863,2026-07-06 05:52:00,BR133,POS1013,C834144,RuPay,Utilities,Bengaluru,6337.28,INR,Reversed,MC,347586,B25,E1350
TXN201864,2026-07-19 17:52:00,BR135,POS1047,C193927,Mastercard,Utilities,Delhi,64253.77,INR,Approved,NPCI,290108,B04,E1275
TXN201865,2026-07-01 05:41:00,BR119,POS1001,C235054,Visa,Pharmacy,Visakhapatnam,38911.79,INR,Approved,MC,385070,B25,E1055
TXN201866,2026-07-27 10:58:00,BR137,POS1160,C694366,RuPay,Fashion,Visakhapatnam,20347.47,INR,Approved,NPCI,552048,B15,E1337
TXN201867,2026-07-01 05:46:00,BR128,POS1163,C243488,Visa,Pharmacy,Hyderabad,68029.94,INR,Approved,NPCI,162111,B06,E1292
TXN201868,2026-07-11 19:03:00,BR116,POS1116,C243937,RuPay,Utilities,Pune,6471.86,INR,Approved,VISA,771965,B01,E1261
TXN201869,2026-07-09 11:33:00,BR140,POS1036,C457138,RuPay,Dining,Chennai,33137.61,INR,Approved,MC,421848,B23,E1167
TXN201870,2026-07-02 22:38:00,BR128,POS1076,C465936,Visa,Grocery,Visakhapatnam,43076.33,INR,Approved,NPCI,426553,B16,E1019
TXN201871,2026-07-15 00:13:00,BR124,POS1122,C258291,Visa,ATM,Delhi,33550.23,INR,Approved,VISA,101996,B05,E1357
TXN201872,2026-07-31 21:18:00,BR110,POS1113,C105561,RuPay,Travel,Hyderabad,25218.44,INR,Approved,MC,525584,B15,E1380
TXN201873,2026-07-11 18:59:00,BR116,POS1047,C296717,Mastercard,Pharmacy,Delhi,9740.3,INR,Approved,VISA,590241,B24,E1390
TXN201874,2026-07-25 06:50:00,BR101,POS1110,C972637,RuPay,Fuel,Hyderabad,26844.88,INR,Reversed,NPCI,799935,B13,E1155
TXN201875,2026-07-08 16:11:00,BR122,POS1154,C716025,Mastercard,Utilities,Mumbai,35258.17,INR,Approved,MC,415645,B22,E1246
TXN201876,2026-07-31 15:19:00,BR114,POS1013,C852637,RuPay,Fuel,Mumbai,59742.44,INR,Approved,MC,147389,B20,E1225
TXN201877,2026-07-11 12:19:00,BR126,POS1189,C207633,Visa,Utilities,Chennai,2641.64,INR,Approved,NPCI,594577,B13,E1120
TXN201878,2026-07-02 06:22:00,BR128,POS1135,C732011,Mastercard,ATM,Hyderabad,25966.55,INR,Approved,NPCI,645674,B26,E1268
TXN201879,2026-07-19 06:57:00,BR108,POS1192,C623404,RuPay,Fashion,Hyderabad,74342.34,INR,Approved,MC,351657,B21,E1117
TXN201880,2026-07-25 21:30:00,BR146,POS1086,C814336,Visa,Grocery,Mumbai,74441.04,INR,Approved,MC,536875,B08,E1177
TXN201881,2026-07-30 05:04:00,BR134,POS1094,C443351,RuPay,Dining,Chennai,69015.12,INR,Approved,NPCI,539052,B13,E1058
TXN201882,2026-07-21 22:32:00,BR114,POS1197,C235087,RuPay,Fashion,Delhi,73272.47,INR,Approved,NPCI,223951,B25,E1067
TXN201883,2026-07-26 21:39:00,BR110,POS1118,C346425,RuPay,Utilities,Delhi,56393.45,INR,Approved,VISA,348507,B28,E1243
TXN201884,2026-07-01 09:05:00,BR146,POS1081,C949658,RuPay,Fashion,Delhi,44539.18,INR,Approved,VISA,725425,B27,E1205
TXN201885,2026-07-27 13:23:00,BR146,POS1144,C868468,Visa,ATM,Hyderabad,3873.87,INR,Approved,NPCI,599905,B26,E1274
TXN201886,2026-07-04 04:14:00,BR139,POS1033,C832552,RuPay,Grocery,Mumbai,67193.51,INR,Approved,MC,145506,B26,E1006
TXN201887,2026-07-30 05:46:00,BR144,POS1190,C388193,RuPay,Travel,Delhi,72955.89,INR,Approved,MC,876729,B07,E1301
TXN201888,2026-07-06 13:48:00,BR106,POS1198,C954204,Mastercard,Fuel,Hyderabad,59041.53,INR,Approved,VISA,755237,B07,E1284
TXN201889,2026-07-15 14:28:00,BR117,POS1150,C385990,Mastercard,Pharmacy,Delhi,53620.36,INR,Approved,MC,554227,B19,E1127
TXN201890,2026-07-30 19:08:00,BR115,POS1110,C193777,Visa,Fuel,Mumbai,43968.23,INR,Declined,NPCI,983147,B21,E1151
TXN201891,2026-07-23 21:42:00,BR106,POS1166,C498070,Visa,Electronics,Kolkata,66340.65,INR,Reversed,NPCI,751976,B07,E1279
TXN201892,2026-07-04 08:35:00,BR140,POS1024,C225800,Visa,Fashion,Hyderabad,57513.81,INR,Approved,VISA,336431,B13,E1113
TXN201893,2026-07-07 06:22:00,BR116,POS1152,C746390,Visa,Pharmacy,Pune,38346.8,INR,Approved,NPCI,398310,B01,E1198
TXN201894,2026-07-17 09:53:00,BR143,POS1128,C442688,RuPay,ATM,Mumbai,24727.14,INR,Approved,NPCI,933923,B03,E1288
TXN201895,2026-07-28 20:13:00,BR122,POS1100,C852061,Visa,Grocery,Pune,53609.05,INR,Approved,VISA,538714,B06,E1188
TXN201896,2026-07-29 05:09:00,BR146,POS1139,C258634,Visa,Fuel,Kolkata,38606.01,INR,Approved,VISA,844822,B25,E1118
TXN201897,2026-07-08 09:02:00,BR124,POS1103,C948127,Mastercard,Dining,Mumbai,36145.43,INR,Approved,VISA,967730,B13,E1127
TXN201898,2026-07-22 13:20:00,BR124,POS1049,C501764,Visa,ATM,Visakhapatnam,11113.28,INR,Declined,VISA,299798,B19,E1083
TXN201899,2026-07-15 13:45:00,BR125,POS1105,C467939,RuPay,Utilities,Hyderabad,26082.34,INR,Approved,NPCI,906294,B05,E1059
TXN201900,2026-07-11 20:37:00,BR128,POS1095,C541627,Mastercard,Travel,Visakhapatnam,30852.96,INR,Approved,MC,593896,B14,E1366
TXN201901,2026-07-07 10:19:00,BR125,POS1030,C141761,Mastercard,Grocery,Chennai,43880.44,INR,Approved,NPCI,568187,B19,E1158
TXN201902,2026-07-14 18:44:00,BR147,POS1105,C989035,RuPay,Dining,Hyderabad,18275.98,INR,Approved,MC,500590,B17,E1330
TXN201903,2026-07-20 13:06:00,BR115,POS1097,C282150,RuPay,Utilities,Delhi,50710.83,INR,Approved,VISA,874789,B01,E1044
TXN201904,2026-07-14 08:06:00,BR150,POS1006,C250833,RuPay,Grocery,Bengaluru,22812.51,INR,Reversed,MC,480948,B12,E1328
TXN201905,2026-07-04 23:50:00,BR132,POS1018,C321910,Mastercard,ATM,Hyderabad,52206.56,INR,Approved,VISA,670025,B24,E1214
TXN201906,2026-07-08 10:04:00,BR143,POS1122,C226258,Visa,Travel,Bengaluru,9424.3,INR,Approved,NPCI,857729,B04,E1300
TXN201907,2026-07-28 22:49:00,BR123,POS1195,C252304,RuPay,Grocery,Bengaluru,13537.66,INR,Declined,NPCI,387503,B20,E1140
TXN201908,2026-07-09 11:16:00,BR139,POS1052,C270154,RuPay,Dining,Visakhapatnam,7420.25,INR,Approved,NPCI,130812,B18,E1345
TXN201909,2026-07-25 19:10:00,BR142,POS1094,C576648,Visa,Dining,Chennai,5662.44,INR,Approved,NPCI,702135,B31,E1078
TXN201910,2026-07-17 17:19:00,BR116,POS1089,C665191,Mastercard,Travel,Pune,22268.01,INR,Approved,NPCI,496934,B03,E1300
TXN201911,2026-07-21 19:33:00,BR119,POS1149,C136459,RuPay,Fashion,Delhi,28345.16,INR,Approved,VISA,273047,B03,E1400
TXN201912,2026-07-15 23:26:00,BR145,POS1052,C828985,Mastercard,Fashion,Delhi,9001.37,INR,Approved,VISA,137973,B14,E1054
TXN201913,2026-07-21 08:11:00,BR113,POS1141,C142358,RuPay,Electronics,Bengaluru,69022.93,INR,Approved,MC,754480,B20,E1106
TXN201914,2026-07-12 16:09:00,BR124,POS1166,C403620,RuPay,Electronics,Bengaluru,41251.04,INR,Approved,VISA,857263,B26,E1326
TXN201915,2026-07-25 13:56:00,BR102,POS1089,C436059,RuPay,Utilities,Chennai,24133.24,INR,Approved,NPCI,771784,B17,E1016
TXN201916,2026-07-16 10:54:00,BR150,POS1096,C865191,RuPay,Grocery,Bengaluru,4247.74,INR,Approved,MC,123529,B12,E1084
TXN201917,2026-07-23 06:45:00,BR133,POS1170,C662444,RuPay,Travel,Delhi,12702.86,INR,Approved,MC,352769,B16,E1015
TXN201918,2026-07-03 01:11:00,BR105,POS1029,C825574,Visa,Utilities,Mumbai,56300.39,INR,Reversed,VISA,726911,B14,E1390
TXN201919,2026-07-27 10:39:00,BR125,POS1163,C826055,RuPay,Electronics,Visakhapatnam,6359.82,INR,Approved,VISA,335176,B15,E1071
TXN201920,2026-07-13 16:47:00,BR104,POS1104,C837195,RuPay,Fuel,Bengaluru,16909.1,INR,Approved,VISA,236521,B30,E1383
TXN201921,2026-07-31 06:29:00,BR127,POS1173,C475738,Visa,Electronics,Visakhapatnam,2259.24,INR,Approved,VISA,569323,B22,E1326
TXN201922,2026-07-18 10:43:00,BR112,POS1137,C639028,Mastercard,Travel,Visakhapatnam,43044.98,INR,Approved,MC,877088,B27,E1118
TXN201923,2026-07-29 13:38:00,BR140,POS1187,C218422,RuPay,Fuel,Hyderabad,56872.0,INR,Declined,VISA,800714,B20,E1126
TXN201924,2026-07-31 22:59:00,BR118,POS1182,C981942,RuPay,Pharmacy,Chennai,16601.26,INR,Approved,VISA,543628,B08,E1112
TXN201925,2026-07-23 16:00:00,BR129,POS1071,C144500,Mastercard,Travel,Kolkata,61066.17,INR,Approved,VISA,788885,B28,E1373
TXN201926,2026-07-03 11:40:00,BR108,POS1149,C925241,Mastercard,Fuel,Pune,66704.89,INR,Approved,NPCI,404695,B10,E1041
TXN201927,2026-07-02 21:50:00,BR122,POS1179,C739600,RuPay,Fashion,Kolkata,17359.83,INR,Approved,NPCI,665653,B14,E1174
TXN201928,2026-07-01 06:51:00,BR125,POS1187,C107680,Visa,Fuel,Mumbai,31734.76,INR,Approved,MC,134717,B06,E1277
TXN201929,2026-07-02 21:39:00,BR119,POS1132,C591397,Visa,Utilities,Hyderabad,40132.42,INR,Approved,MC,335341,B28,E1114
TXN201930,2026-07-20 18:07:00,BR133,POS1158,C845002,Mastercard,Grocery,Pune,19617.77,INR,Approved,VISA,991736,B22,E1295
TXN201931,2026-07-29 05:32:00,BR105,POS1053,C944095,Mastercard,Fashion,Mumbai,66227.88,INR,Approved,MC,552140,B07,E1362
TXN201932,2026-07-08 11:01:00,BR113,POS1159,C651987,RuPay,Pharmacy,Hyderabad,23601.47,INR,Approved,VISA,502051,B21,E1262
TXN201933,2026-07-01 00:12:00,BR129,POS1112,C788466,RuPay,Dining,Bengaluru,36519.81,INR,Reversed,MC,222746,B10,E1182
TXN201934,2026-07-12 14:07:00,BR123,POS1067,C924416,Visa,Fashion,Mumbai,44981.39,INR,Approved,MC,119913,B25,E1018
TXN201935,2026-07-01 16:01:00,BR149,POS1164,C710635,Visa,Utilities,Bengaluru,54511.63,INR,Approved,NPCI,524926,B02,E1091
TXN201936,2026-07-30 07:10:00,BR145,POS1032,C436246,Visa,Pharmacy,Pune,37238.42,INR,Approved,VISA,223901,B15,E1003
